,text_data,sentiment,label
24,Ada anggota keluarga saya tidak sengaja membeli item ini tapi pengembalian dana tidak di berikan sangat kecewa,0,Negative
27,Kurang aja pokoknya 🍉🍉🍉 Uninstall 👋👋,0,Negative
28,"100 tahun menghubur anak-anak, eh malah donasi ke yg membunuh anak-anak, uninstall blokir",0,Negative
29,Bikin tontonan anak2 tapi malah dukun dan donasi untuk pembunuhan massal anak2.,0,Negative
30,"Setiap mau forward tiba"" loading lama padahal sinyal oke, harus tutup aplikasi dulu lalu play ulang filmnya.",0,Negative
31,Apaan dah tambah mahal padahal film 🌈,0,Negative
32,Jelek!! Gk bisa disambung ke Tv,0,Negative
33,"Semakin nggak beres aja ini disney hotstar, Kualitas resolusi film nggak sebagus app streaming sebelah padahal nyedot quotanya edan2anfilm updatenya lama banyakin aja terus film2 jadul rating rendah, UI Setelah update malah makin nggak jelas, nyari genre aja nggak ada, inovasi kgk ada malah harga di naikin, belom lagi ini vendor bela penjajahan isr43l.",0,Negative
35,"Masih berlangganan tapi gak bisa di buka aplikasinya , malah keluar terus",0,Negative
36,"100 tahun bikin karya buat menghibur anak- anak, eh sekarang malah ngasih bantuan buat negara yang membunuh anak-anak. shame on you Disney. By:Solehun",1,Positive
37,Hey pikir pikir dong orang yang tidak punya uang setidak nya masukan iklan asalkan mereka bisa menonton ini mah jelek kalo harus berlangganan diawal jadi percuma tidak bisa menonton saat mendownload nya DASAR,0,Negative
38,"Ini kenapa gabisa masuk terus dari kemaren dan keluar sendiri mulu,tolong dong ini gmn",0,Negative
39,"Ini kenapa gabisa masuk terus dari kemaren dan keluar sendiri mulu,tolong dong ini gmn",0,Negative
41,Film-film disney udah banyak yng aneh,0,Negative
42,"Udah langganan lgi 2 bukan terakhir setelah sebelum nya ga berlangganan gara2 pengen liat ""Hubungi Agen Gue"" Tpi di cari2 ga nemu judul ini.. Padahal iklan nya keluar trus lho.. Mau nipu ya?",0,Negative
43,"Udah langganan lgi 2 bukan terakhir setelah sebelum nya ga berlangganan gara2 pengen liat ""Hubungi Agen Gue"" Tpi di cari2 ga nemu judul ini.. Padahal iklan nya keluar trus lho.. Mau nipu ya?",0,Negative
44,Mengapa di saat saya login padahal kode via nya sudah benar benar sama. Yang di kirim lewat SMS tetapi di saat saya isi dengan kode itu selalu ada tulisan (upaya maksimum telah tercapai silahkan coba lagi) tolong jawab developer DISNEY+ HOSTAR,0,Negative
45,"udah mahal kali tarifnya, udah gak sanggup, padahal saya fans MCU. 😔",0,Negative
46,"Haduhhh mau nonton apa kl semua film harus berlangganan, ga ada apa gratis sangat mals banget sumpah",0,Negative
47,Ini mau nontn apa layar item mulu loading terus internet udah kenceng padahal heran,0,Negative
48,Ini mau nontn apa layar item mulu loading terus internet udah kenceng padahal heran,0,Negative
50,Yang daftar disney cuman buat liat barudak TXT,0,Negative
51,unduhan gagal tidak bisa dilanjutkan atau dihapus. jadi digimanakan bagusnya 🤔,0,Negative
52,Layarnya tiba2 blackout.. Muncul suara doang,0,Negative
53,"Sudah download filmnya tapi kuota tetap berkurang saat menonton bahkan sampai habis 7gb dalam waktu 2hari. Utk apa didownload kalau kuota tetap berkurang? Udah gitu sering error saat nonton. Tolong diperbaiki sistemnya! Menyesal sudah download dan berlangganan lagi. Pantas rating hanya 2,9",0,Negative
54,"Bagus bgt ,, super duper Cuma kalo bisa tambahin fitur biar semua hp bisa full screen pas lagi nonton",1,Positive
55,"Saya bisa bernostalgia dengan masa kecil saya yang sangat menyukai kartun dari disney, marvel ,pixar dan lainnya melalui aplikasi ini, apalagi sekarang semakin komplit tidak hanya kartun tapi film- film dan kartun yang baru dirilis",1,Positive
57,Baru selesai download tpi gak bisa di buka😏,0,Negative
58,"Udah terlanjur beli.,, sekali d play mutar2 terus.,,, pdhal internet stabil.,,, untung gak beli yg tahunan.,,,",0,Negative
59,"Makin mahal, kantong gk mampu lg 😢 OTW Uninstall 😭🙏",0,Negative
60,gimana caranya log in pake laptop..? OTP nya nyangkut terus,0,Negative
64,Sama aja alesannya ama yg lain bikin emosi aja,0,Negative
65,"saya sudah isi gopay sebanyak 50.000 untuk berpergian. tapi ketika mau dipakai, gopay saya kok tinggal 11.000? pas saya lihat histori gopay, ternyata di telan oleh disney (langganan nya di perpanjang otomatis) padahal saya sudah tidak mau berlangganan disney lagi. tolong ya, ini sangat merugikan. sudah mengajukan pengembalian dana, tapi tidak ada tindakan sama sekali. tolong lah, kembalikan dana saya!",0,Negative
66,aplikasinya nipu murah di awal aja pas mau lanjut langganan yg awalnya 200 pertahun skrng naik jauh bet jadi 800,0,Negative
67,Internet kenceng tapi cuman loading screen sampai 30 menit padahal dah update,0,Negative
68,"Film film yg anda tayang kan tidak update ex 911,,911 Austin,ncis ,criminal mind dll..tolong di perbaiki kami bayar Loch untuk menonton aplikasi anda .. sekolah kalian kurang jauh.",0,Negative
69,"Kualitas video sudah diatur tiba"" turun sendiri, masalah ini udah dari dulu nggak difix juga sampe sekarang.",0,Negative
70,"Udah bayar basis tapi kenapa gak bisa muter ya video cuma suaranya aja yang putar, tolong perbaiki dong",0,Negative
71,Tolong diperbaiki punya saya udah pembayaran tapi masih muter aplikasi ini memutar terus nggak bisa nonton video Saya udah bayar,0,Negative
72,"Disney parah banget, gopay ketarik 199 ribu tapi di app ditulis belum berlangganan... Worst app ever! Mending pake Netflix 👎",0,Negative
73,Saya tidak bisa masuk karna ada yg namanya bomor ponswl padahal saya sudah masukin nomor ponsel tetap tidak bisa masuk,0,Negative
74,"Kok susah kirim kode otp yah?, padahal udah berlangganan, kan sayang aku udah bayar, mohon bantuan nya",0,Negative
75,Sudah nunggu bluey series 3 yang tayabg di Disney+hotstar 10 Agustus sampai sekarang belum jugak tayang di indo,0,Negative
76,"Awal pakai cmn 20k/bln trs naik ke 40k/bln, okelah masih bisa ehh sekarang jadi 65k, mending langganan Netflix",0,Negative
77,"Saat menonton dengan full screen , gambarnya tidak muncul ,hanya suaranya saja , terpaksa saya nonton di web bukan di aplikasi ,pengalaman yang sangat buruk",0,Negative
79,Payah udah beli langganan. Ga bisa di pake di tv semart . Gile bener. Dah bayar ga bisa,0,Negative
80,"Hayoooo boikot app ini yg terang²an, mendukung Issr@3l. Fiks sudah uninstal semua app yg mendukung mereka. Tenang aj sy tetep mendukung film² buatan disney dengan cara menonton BAJAKAN",1,Positive
81,"Sangat buruk, tidak terupdate Film dan drama itu itu saja .",0,Negative
82,"Udh peremium mahal"" ga bsa nonton video di unduh jg kgak bsa aneh",0,Negative
83,Kerjasama berlanggann dgn paket telkom malah paketnya gak jelas tiba2 disuruh berlangganan direct lg..anehh,0,Negative
84,Plis Jangan pake langanan kasian yg gak bisa beli termasuk saya 🙃,0,Negative
85,"Tolong dong disney,saya sdh berhenti berlangganan,tapi kok masih narik uang saya,bahkan 3 kali lipat dari biasanya loh di bulan ini....saya sampe kaget pas cek mbanking 😭",0,Negative
86,Resolusi gambar di versi TV rendah terus. Padahal internetnya sudah cukup kencang. Pilihan resolusinya yang tersedia juga cuma 2: hemat kuota dan otomatis. Tidak bisa dikunci ke resolusi tinggi. Padahal nonton dengan aplikasi lain di TV gambarnya bisa resolusi tinggi dan bening. Hanya Disney+ versi TV yang resolusinya rendah terus.,0,Negative
87,udah tambah mahal pakai 2 hp aja katanya terlalu banyak perangkat CUMA 2 WOY dulu yg 20k juga biasa aja skrg 65 coy mahal itu filmnya juga gk banyak2 amat mending Netflix lebih banyak filmnya,0,Negative
88,"- Aplikasi Hotstar menawarkan berbagai konten hiburan yang sangat beragam, termasuk film, serial TV, olahraga, dan program acara asli. - Koleksi film dan serial TV yang tersedia sangat lengkap, dengan banyak pilihan dari berbagai genre dan bahasa. - Aplikasi ini memberikan pengalaman streaming yang mulus, dengan kualitas gambar dan suara yang baik. - Fitur-fitur seperti subtitle dan dapat diputar dengan kualitas HD dapat meningkatkan pengalaman menonton para pengguna. - Aplikasi Hotstar juga men",1,Positive
89,"Sudah berlangganan premium , tapi tidak muncul gambar streaming ke Chromecast mohon solusinya",0,Negative
90,Padahal saya sudah Berlangganan di INDIHOME tapi kenapa setelah download dan masukkan no yang terdaftar di INDIHOME masih di suruh berlangganan lagi. Sangat kecewa,0,Negative
91,"Mohon info, gmn cara nya agar disney hotstar juga bisa tampil di android tv. Karena terdapat tulisan terjadi kesalahan saat memutar video. Kami sudah langganan disney hotstar.",0,Negative
94,"Edan harganya sekali naik gak mikir""",0,Negative
95,"Saya berhenti berlangganan tapi ditagih melulu, saya ga mau pake lagi. Udh uninstall juga. Tagihan masuk Mulu. Sebel ih",0,Negative
96,Buang buang duit udah langganan malah nggk bisa,0,Negative
97,Bhs nya bahasa Indonesia dong 😡😡,0,Negative
98,Maaf ya gimana ya saya sudah ga donload tiba tiba 4 kali saya ke kirim uang ke transfer mohon di perbaiki,0,Negative
100,Hotstar ini g ad film astro boy padahal aku suka astro boy jd ku kasih bintang nol dlu ya,1,Positive
101,Ini kenapa jadi gini? Semua film gak ada gambarnya. Hitam polos. Loading lama.,0,Negative
102,"Banyak film yang bisa ditonton, cocok untuk mengisi waktu luang.",1,Positive
103,"Langganan tiap bulan lumayan mehong, tp udh 4 hari gak bisa nonton gara2 video gak muncul.. Udh komplen ke pusat bantuan gak ada respon. Rugi paket berlangganan gw klo gini cara nya.. Paraahh tolong dong gmn nih solusi nya weehh.... 😡",0,Negative
104,saya berlanggann tetap disney hotstar.kualitas film.sgt bgus..sgnal juga mudah.tp syg film ny ituuuuu ituu aj..untuk movies holywood thriller atau horor gk pernah ad tambahan.selain ny sgt bagus..saran sy.d tambah aj ya film2 moevies ny.makasi..i love disney,1,Positive
105,"Kalo di HP lancar kalo di TV muter terus gak masuk2 film nya gak jalan2 Padahal cache udah di hapus, malah ada aplikasi yang saya hapus takut nya berat tapi emang aplikasi nya Moho di respon ya",0,Negative
106,"Semakin kesini, semakin kesana ni disney",0,Negative
107,"gak ada yg bisa d lutar satupun filmnya muter2 terus app nya crash. padahal udah langganan. ini di hp ya, klo di tv lancar",0,Negative
108,gak mau lagi pakai disney hostar yg naiknya gak nanggung nanggung . nyesel dan lupa banget buat gak otomatis berlangganan . uang ludes ke ambil 799.900 filmnya juga banyak yg gak update nyesel serius balikin uang saya,0,Negative
109,Aplikasi ini tidak bisa di download untuk PC dan Laptop,0,Negative
110,"Aplikasinya bagus,tapi mau nonton harus bayar dulu,saran saya gak usah pakai bayar,pasti yang download ramai",0,Negative
111,Sdh berlangganan tapi nga bisa download,0,Negative
112,Filmnya jarang update...ehhh ditambah sekarang biaya berlangganannya luar biasa mahal.. dari 179.000 an pertahun jadi 700ribuan pertahun..ajee gileeee..lsg stop berlangganan aja deh...,0,Negative
113,"Aplikasinya udh bagus si, tapi penggunaan data sangat besar, 1 video bisa sampai 1gb atau lebih",0,Negative
114,"Langganan langsung dari paket by u gak bisa akses Malah di suruh berlangganan lagi aneh bgt ! sumpah ,udah gitu gak pernah update ,film nya itu itu aja Mending aplikasi loklok",0,Negative
115,"masih banyak sekali bug, kualitas videonya juga ga jernih dan mahal.",0,Negative
116,Masa hrg naik ga ada pemberitahuan dulu? Dari 44rb jadi 130an rb. Kasih info dulu dong,0,Negative
117,Bintang 1 untukmu yang dukung Israhell. Padahal sempat jadi aplikasi kesukaan karena bisa nonton kartun kesukaan. Tapi semakin kesini kartunnya juga ada unsur LGBTnya. Ditambah kasus Israhell ini. Makin benci dengan aplikasinya. Setelah ini bye bye sama aplikasimu,0,Negative
118,Aplikasi ini mempermudah saya dalam mencari Film & Series yg saya inginkan,1,Positive
119,Bug. Loading terus muter muter ga ada ujungnya. Cape nunggu. Ini gimana,0,Negative
120,"ini kenapa yaaa hanya ada suara videonya tidak tampil. hanya ijo ijo saja, kan sedih udah bayar tapi ga dapat pelayanan maksimal",0,Negative
121,"kualitas tidak bagus, disney yg menceritakan kebahagiakan ternyata mendukung kekerasan..",0,Negative
122,"kualitas tidak bagus, disney yg menceritakan kebahagiakan ternyata mendukung kekerasan..",0,Negative
124,"Yang jelas saja. Kenapa serial Upin & Ipin Musim 3,Musim 9,Musim 10,Musim 15,Musim 16 tidak ada? dan juga episode baru Upin & Ipin,dan film Upin & Ipin Geng Pengembaraan Bermula (The Adventure Begins) dan film Upin & Ipin Jeng Jeng Jeng,Upin & Ipin The Helping Heroes,Upin & Ipin Ramadhan Raya tidak ada? Padahal aku suka serial Upin dan Ipin season 3,season 9,season 15 dan season 16. Protes saja.",0,Negative
125,"Sering ada masalah ketika, menyambungkan ke TV",0,Negative
126,"Tidak bisa membatalkan berlangganan, sudah masuk menggunakan G-mail yang benar.",1,Positive
127,Koq sekarang langganannya jadi mahal banget ya? Padahal sebelumnya gak semahal itu... 😢,0,Negative
128,"Login pake no telp susah bnget dpet kode otp baik dri sms/telepon, mau coba dari bantuan malah ga kekirim",0,Negative
129,Baguss banget aplikasih nya ^^ akhir nya aku bisa Nonton film kesukaan aku ^^,1,Positive
130,"Sorry uninstall di hp, uninstall di tv keluarga, uninstall di tv klinik, uninstall di hp anak2, dan berhenti berlangganan !! Semoga omzet kalian anjlok!! Amin !!",0,Negative
131,"Sorry uninstall di hp, uninstall di tv keluarga, uninstall di tv klinik, uninstall di hp anak2, dan berhenti berlangganan !! Semoga omzet kalian anjlok!! Amin !!",0,Negative
132,Loading mulu lewat hp sama sekali gabisa nonton muter teruss.. padahal udh pake wifi pake paket data sama aja gada perubahan..,0,Negative
133,Loading mulu lewat hp sama sekali gabisa nonton muter teruss.. padahal udh pake wifi pake paket data sama aja gada perubahan..,0,Negative
134,Jelek kali padahal udah berlangganan tp filemnya gak bisa di putar baru ninton 1 filem itu pun belum habis udah gak bisa lagi di putar cacad kali tolong lah di perbaiki. Udah bayar mahal tapi gak bisa di gunain buat apa hapus aja aplikasi ini dari playstore,0,Negative
135,"Saya mau tanya pa / ibu , kenapa yah video yg saya tonton tiba2 hilang gambar nya dan gelap , cuma ada suara dan text. Tolong di infokan terimakasih",0,Negative
136,"Mau hubungkan dari HP ke TV susah bgt sih, pertama berlangganan yg basic masuk link itu malah masuk aplikasi terus malah suruh upgrade ke yg premium, udah diupgrade yg premium bulanan malah suruh upgrade lagi yg tahunan. Harusnya dibebaskan memilih dong mau yg bulanan atau taunan sesuai kemampuan pengguna gitu.",0,Negative
137,Saya mau daftar apk ini gak bisa pdhl sy SDH mencet gunakan SMS via tapi tetep aja g bsa ini ke Napa ya tlng d perbaiki. Karena saya suka dengan flm moana nya 😁☹️,0,Negative
138,Saya mau daftar apk ini gak bisa pdhl sy SDH mencet gunakan SMS via tapi tetep aja g bsa ini ke Napa ya tlng d perbaiki. Karena saya suka dengan flm moana nya 😁☹️,0,Negative
139,"Kenapa jadi gini, unduh video gagal dan pas mau dicoba ulang atau hapus unduhan juga gak bisa. Disney sekarang jelek banget",0,Negative
140,"masa mau berenti langganan ga bisa, malah uang di dana otomatis ilang buat bayar disney hotstar, padahal ga ngelanjutin langganan!!!",0,Negative
142,"Kita gabisa membanti secara fisik, tapi kita bisa terus berdoa dan memboikot produk yg mendukung isranjing.",1,Positive
143,Video sama suara patah² gmn donk percuma langganan 😭 kalo di TV lancar tp klo di hp patah² suarany,0,Negative
144,"Terlalu mahal, klo harga lama masih ok lah sesuai dgn varian film",0,Negative
145,"Program movie yang disajikan cukup menarik, kualitas audio visual nya luarbiasa, pilihan menu yang disajikan memudahkan saya untuk mencari genre movie yang sesuai, lebih seru lagi bila aplikasi di sematkan pada TV google layar lebar dengan kecepatan internet yang baik untuk pengalaman menonton yang lebih epic. Aplikasi juga berjalan lancar ketika disematkan dalam ponsel maupu TV google layar 55 Inch. Terimakasih Disney sudah menemani aku nonton.",1,Positive
146,Saya beri reting bintang lima;Amplikasi Facebook life,1,Positive
147,"Setelah update malahan layar hitam doang video gak jalan jalan,ubah kualitas video juga gak ada perubahan.mohon di perbaiki!!!",0,Negative
148,"Ini kenapa ya, udah berlangganan tp gk keluar gambar , hanya suara saja",0,Negative
149,"Biaya langganan kok naik sekali, jauh banget naiknya, di Telkomsel juga gaj ada lagi pilihan apalgi yang promo, hadeh malas lah udah liat aplikasinya dihp, tolong lah soal langganan jgan mahal sekali, ngeri 65rb sebulan.sy kasi bintang 3 aja dulu, kalau turun biaya langganan baru saya kasi bintang 5",0,Negative
150,"Udh film ny itu itu aja, harga ny naik pula,apalah",0,Negative
151,"Bayar debit saldo udh kepotong tapi ga terdaftar. parah, Tau gini mending stay netflix bulan ini.",0,Negative
152,"Bayar debit saldo udh kepotong tapi ga terdaftar. parah, Tau gini mending stay netflix bulan ini.",0,Negative
153,"Udah bayar buat setahun, giliran mau nonton suara sama subtitle ada gambar item, lah gimana ceritanya ini, ini gimana sih giliaran nonton cuma subtitle nya doang gambarnya full item gak jelas nih aplikasi",0,Negative
154,"Terlalu mahal harganya, lebih mahal dari aplikasi sebelah",0,Negative
155,"ini kenapa gk bisa login ya, padahal udah masukin nomor telepon malah ada tulisan ""pastikan kode negara sudah pas dengan nomor"" udah saya download ulang tapi tetap gk bisa",0,Negative
156,"Baik buat hiburan, lmayan banyak filmnya",1,Positive
157,Anjir masak udh topup tetap aja film nya ga terbaru,0,Negative
158,"Lebih baik tidak usah ada pembaruan, film dan audionya terpatah patah / bug, Saya pribadi sebagai pelanggan jadi sangat tidak nyaman dengan Pembaruan Aplikasi ini. Saya sudah email, mohon di respons. Thanks",0,Negative
159,"Potong pulsa sembarangan baru tidak bisa dipake, penipuan ka ni aplikasi? Tolong kembalikan pulsa saya",0,Negative
160,Saya tidak pernah menggunakan Disney sejak Januari tapi setiap bulan selalu ada billing masuk utk payment berlangganan dan tidak bisa dia cancel subscription. Aplikasi tolol!!,0,Negative
161,"Agak kecewa sih... filmnya ga ada yg asik, kebantakan filmnya yg ga jelas dan film² kuno atau lawas yang ga asik ditontonnya",0,Negative
162,Tambah film yg up to date dan ilmiah dong. Tq,1,Positive
163,Ini pertama masuk aja kodenya ga ke kirim kirim,0,Negative
164,"Gak tau kenpa, tiba2 layarnya hitam ada suara doang gak ad gambar.. terus tiba2 udh loading lagi 🤨 bgt ajha terus ampe sekarang kagak jadi2..",0,Negative
165,Seruu tapi filmnya itu itu ajaaa,0,Negative
166,"tidak bisa mendownload series/film apapun, dan untuk menonton harus ke chrome dulu baru bisa. disney sekarang semakin buruk",0,Negative
167,Ada beberapa film yang tidak bisa di download offline padahal sudah berlangganan selama sebulan. Enggak ada tanggapan lagi.,0,Negative
168,"Kenapa sih sering eror, padahal udah langganan untuk 1 tahun Tolong dong perbaiki ni sistemnya gmana Kalau udah bagus saya tambah bintangnya",0,Negative
169,"Udah seneng banget langganan 1tahn 200k an aja ,sekarang kenapa harganya naik 3x lipat😭😭. Tahun depan keknya enggak sanggup langganan lagi padahal film nya banyak yg bagus... Makasi ya Disney udh temenin 1thn ini❤️",0,Negative
171,Kok macet2 ya di aplikasi hp saya? Penyimpanan masih banyak dan jaringan lancar di semua aplikasi video tp di disney+ macet2 parah sepersekian detik suara dan video gagap,0,Negative
172,"Izin uninstal.. Karna harga langganan sudah naik 4 kali lipat.. Ga logis banget, film aja itu itu doang..",0,Negative
173,Pas mau nonton film layarnya hitam loading terus,0,Negative
174,Pas mau nonton film layarnya hitam loading terus,0,Negative
175,"Berlangganan yg basic, baru juga 2 mingguan udh loading dan disurup upgrade, untung aja yg bulanan jadi gak kesel"" banget",0,Negative
176,Kodenya lama keluar jadinya kayak gimana gitu...dan aku juga nunggu lama tapi kodenya belum keluar ini gimana tolong di perbaiki lagi maaf saya kasi bintang 2,0,Negative
177,Mohon OPSI pengaturan SUBTITLE nya ditambah (UKURAN dan BENTUK / WARNA)khususnya di smart tv . sementara bintang 3 dulu sampai ada perubahan opsi subtitelnya. Tks,0,Negative
178,"Layar yang di tampilkan hanya layar hitam, dan masih sama Ush beberapa bulan, keluhan masih sana",0,Negative
179,"Setelah diperbarui kenapa malah loading mulu ya, enggak bisa di putar videonya.. expired langganan juga masih lama..",0,Negative
180,"Ini kenapa gk bisa login, sudah masukin no hp, kode negara negara sudah pas, malah ada tulisan ( pastikan kode negara sudah pas dengan no hp ), sudah hapus apk, download ulang, tetap ajaa, coba login nya pakai paket data tetap aja GAK BISA, kalo gini saya merasa rugi saya berlangganan tapi gak bisa menikmati, monta tolong lewat ig, sama twiter, gak ada respon. gimana sihhh ini jadinya saya kecewa berat pokoknya",0,Negative
181,"Awal langganan nonton via hp nyaman, 2 minggu kemudian kalo nonton di hp cm ada suaranya aja, layar gelap, bisanya cm nonton lewat TV. Jaaaaauuuuhhh bgt sm tetangga sebelah yg biaya langganannya emang mahal, tp kualitas sebanding, filmnya jg bagus2, fix ini sih langganan Disney cm sebulan aja.",1,Positive
182,Gk nonton Disney hotstar lagi krn gk budling lagi dia ama by u.,0,Negative
184,"Maaf min, aku udh berlangganan tapi kenapa gak bisa nonton ya. Padahal udh beli paket bulanan, gimna ni solusinya, masa iya beli paket bulanan gak bisa nonton",0,Negative
185,"Kenapa ini kok pas pemutara gak ada gambar ya cman suara doang, apa gak konek kalo di hp.. males banget gwa uninstall dah langsung",0,Negative
186,"Kenapa harga nya naik? ,perasaan dulu murah",0,Negative
187,"Kenapa malah gak bisa masuk aplikasi nya,malah ada peringatan disny+ sedang macet kenapa itu ya",0,Negative
188,"Bayar mahal² cuma di suruh nonton muter² loading nya doang, aplikasi aneh. Fix deh aplikasi bukii 👎👎",0,Negative
189,Udah berlangganan pas di tonton malah suaranya doang gaada gambarnya rugii,0,Negative
190,Udah berlangganan pas di tonton malah suaranya doang gaada gambarnya rugii,0,Negative
192,"Parah banget. Sebelum masuk ke hutan udah nyiapin download banyak. Pas besok paginya mau dibuka malah tulisannya ""anda sudah offline lebih dari sebulan, silahkan hubungkan koneksi internet agar bisa menonton unduhan"". Padahal baru tadi malem saya downloadnya. Payahhh mana bayarnya mahal lagi. Keluhan pelanggan udah banyak nih, rating juga udah jelek, tapi ga mau niat perbaiki nih? Cuma mau untungnya doang? Gamau perbaiki?",0,Negative
193,update filmnya lama filmnya itu2 saja,0,Negative
194,"Video yg didownload gk bisa jalan, disuruh coba lagi terus",0,Negative
195,"baguss sii tapi tolong dong harga nya mahal bngt kurangin dikit, sama bnyk bug kadang klo blm selesai nonton suka loading padahal jaringan nya bagus",0,Negative
196,"Gk bisaa dibukaa,katanya pakai VPN,padahal sy gk pake vpn",0,Negative
197,"Saya baru pertama kali langganan,ketika menonton lewat tablet ataupun hp tiba² konten berhenti sendiri seperti file rusak. Jika tidak di restart ulang maka file yg di tonton tidk akan jalan kembali",0,Negative
199,"Tolong dong disney,kalau download series ditambahin opsi ""download season"" Kyk netflix,males download satu2 kalo jumlahnya banyak",0,Negative
200,ini knp gabisa buka di mobile android app,0,Negative
201,"Kenapa filmnya itu2 saja,, padahal ada yang di tonton sampai berkali2 tetep aja masih ada diberanda, saya berlangganan, saya bayar tiap bulan,, kalau gratis oke lah filmnya gak ada yg baru,, gima sih ini?? Tolong lah kalau filmnya udah di tonton ganti sama yg baru,, kalau gini terus lama2 jadi bosan!!! Trus setelah saya baca komen2 pelanggan yg lain ngirim ulasan bukanya dpt solusi malah di suruh ngirm email,, besertano telp,, merk perangkat bla.. Bla... Bla.. Bla Kalau emang niat perbaiki aja",0,Negative
202,"Ga bs di buka , udh langganan tiba2 masuk minta pin orang tua ??",0,Negative
203,"banyak bug,. sdh di download habisin kuota layar gelap🤌,vidio tdk tayang tapi kuota berjalan. mohon segera di baikin lah❗",0,Negative
204,"Isinya berkualitas semua bagus tampilan aplikasi juga memuaskan namun masih jauh dari N, boleh lebih di spesifikasikan untuk pencarian genrenya biar mudah.",1,Positive
205,Saya berlangganan paket basic di sana di tulis 3device tapi faktanya jangan kan 3 saya pakai di 2 device bersamaan saya second akun terbatasi beberapa menit setelah buka film. Tolong penjelasannya,0,Negative
206,"Kualitas videonya keren bgt, jernih, audionya juga bersih enak bangett pokoknya nonton di Disney+ hotstar",1,Positive
207,"Kualitas videonya keren bgt, jernih, audionya juga bersih enak bangett pokoknya nonton di Disney+ hotstar",1,Positive
208,"Ini kenapa layarnya hitam semua ya, cuma ada subtitle dan suaranya aja mana skarang mahal harganya, kayamana ini",0,Negative
210,Maaf sebelumnya saya udah tidak berlangganan dan saya sudah menghapus aplikasi ini. tapi kenapa tiba tiba gopay saya berkurang untuk membayar ini?,0,Negative
211,Masa kalo mau nonton harus bayar??? Apk tol*llll,0,Negative
212,"Beberapa film baru ga muncul gambarnya hanya audio saja,, makin kesini makin begini aja Disney",0,Negative
214,"Dah bagus,cuma film nya gak update,itu itu aja,tambahin donk film yang baru,update donk filmnya,jangan harga aja dinaekin",0,Negative
215,Kenapa pakai wifi gak bisa konek ..,0,Negative
216,Saya suka dengan aplikasi ini! Sangat cocok buat kalian yang suka film marvel sama kartun 👍,1,Positive
218,"Ga bisa muter bahkan udh di donload, filmya jga lama update",0,Negative
219,Aplikasi dan kualitas film baik.. Tapi sayang saat ini tarif langganan gak masuk akal...,0,Negative
220,Tambah kan flim action yg banyak' ni itu2 aja flim nya gak seru!!. Aplikasi penipu udah berlangganan film gak bisa di tonton.,0,Negative
221,bagusss tapi tidak bisa masuk untuk mendaftar,0,Negative
222,"Masa saya nonton layarnya gelap semua, padahal signal saya bagus",0,Negative
223,"Hey...gw udah berhenti langganan kenapa saldo gw kepotong , balikin gak anjir",0,Negative
