,text_data,sentiment,label
28,Ga bisa pilih ekspedisi kalau pakai gratis ongkir. Beda sama shopee yang konsumen sebebasnya. Cape banget kalau harus berurusan sama ekspedisi sicepat,0,Negative
29,Sy sengaja beli HP meskipun bekas utk bisa download Tokopedia dan mau belanja karena promo event 11-11 tapi ternyata kalian malah seenaknya membatalkan transaksi pertama sy di Tokopedia kalian tdk lebih dari sekumpulan penipu,0,Negative
30,Makin jelek aplikasi nya. Promonya sekarang pakai ID Express yang nauzubillah lama sampainya. Pindah ke SHOPEE aja Gratis ongkir pakai Gosend cepet sampai nya tanpa minimum pembelian. ðŸ‘ŽðŸ‘ŽðŸ‘Ž,0,Negative
31,Saya kecewa sebagai pengguna lama yg sering menggunakan layanan gratis ongkir,0,Negative
32,Ada apa dgn tokopedia?? Sdh 3thn brlangganam pakai tokopedia baru kali ini paketan sya blm sampai sdh 1bln lbih pakai jasa JNE.. komplain barang hilang blm jg ada solusi.. minta pengembalian dana.. prosesnya lama..sedangkan saya beli barang pakai pinjaman si aplikasi ceria.. Barang tdk smpe2.. pengembalian dana tdk kunjung selesai prosesnya.. sedangkn saya tetap harus bayar bulanan pada ceria?? Tolong dong dibantu untuk pihak pembeli/konsumen biar tidak rugi...,0,Negative
35,Event war 11.11 ...barang baru ganti..paling 0,0,Negative
36,Lebih bagus aplikasi sebelumnya. Jadi bingung,1,Positive
37,pesanan gua lama banget nyampenya melebihi masa penerima gua mau pesanan gua cepat nyampe dah ,0,Negative
38,Aplikasi yg tidak mau rugi dari sekian banyak sih ini yg paling parah..membatalkan pesanan secara sepihak tanpa konfirmasi ke pembeli..susah pke system cod kalo pke promo..setelah gw download ya hapus lagi..,0,Negative
39,Mau ganti alamat aja susah bgt,0,Negative
41,Akhirnya belanja di Tokopedia kena getah nya . 10,0,Negative
43,Baru 1x belanja di apk niih eeh pas belanja keduanya dibikin pusing,0,Negative
45,Gua ngerasa dijebak anjir pake tokoped,0,Negative
47,keluhan hanya dibaca tok oleh customer care,0,Negative
48,Beli laptop seminggu lebih ga sampe sampe,0,Negative
49,Tampilannya kok tidak ada perubahan..??sangat jadul sekali. Masak dari awal buka gituÂ² aja menu,0,Negative
52,Hapus ekspedisi AnterAja dari layanan pengiriman di Tokopedia. Pengiriman paketnya SUPER LAMA,1,Positive
53,Tidak bisa chat langsung dengan CS,0,Negative
54,Mesti tidak bisa buat buka rincian transaksi yang sudah di lakukan... Makin kesini makin jelek saja aplikasinya... Sudah setahunan ini selalu begitu...,0,Negative
55,Daridulu punya apk nya tp blm pernah daftar krn biasa aja. Daftar pertama pake sbg pengguna baru,1,Positive
56,Aplikasinya setelah di update tambah berat ngelag.. sering keluar sendiri atau berhenti tiba2.. saya pakai HP jadul Xiaomi Redmi 3s.. untuk para pengembang aplikasi ini mohon untuk di perbaiki. Terimakasih,0,Negative
59,Manajemen penanganan jika ada masalah barang belum terkirim ke pembeli cukup buruk dan lama. Cs tidak fast respon. Ekspedisi pengantaran otomatis dari sistem. Akhirnya dapat sicepat. Sicepat tidak ada update an sama sekali selama saya melacak barang saya dengan no resi. Saya kapok pake di tokopedia karena kurang care dengan pelanggan. Saya merasa dirugikan karena barang belum sampai melebihi hari estimasi padahal toko di kota yang sama.,0,Negative
60,Ada apa dengan Tokopedia? Fitur kurir rekomendasi sangat tidak rekomendasi! Pasalnya,0,Negative
61,Rekomendasi kurir jalur langit ajalah ped!! Capek nunggu kurir ekspedisi yg banyak transitnya,1,Positive
62,Baru kali ini tokopedia bikin saya kecewa,0,Negative
63,Setia ama toped dari 2016 tapi akhirnya harus di hapus juga,0,Negative
"64,""Saya sangat kecewa kalau tokopedia membiarkan ID EXPRESS menjadi expedisi pengirimannya .. Karena sangat buruk kerjanya ID express .. pesanan cuma notif """" pesanan akan di antar ke pembeli """" sampai 3 hari ga berubah . Itu kurirnya setress atau malas malasan atau emang ID express sangat buruk ga niat jadi aplikasi pengiriman ya .. ID EXPRESS SANGAT BURUK"",0,Negative"
65,Buat yang belum instal tidak d rekomendasikan dan belanja di aplikasi ini,0,Negative
67,Promo gratis ongkir cuman 20.000 selain itu semisal kita pakai kurir A tiba2 bisa di ubah ke kurir B ini mengecewakan menurut saya,0,Negative
68,aplikasi yg merepotkan. mau update aja harus install ulang. sebaiknya ga usah sering2 update kalo tiap update bermasalah terus. UInya juga ga enak Dimata,0,Negative
69,Tokopedia kalo kasih promo promo kadang gak jelas,0,Negative
70,Jadi Malas Belanja di Tokopedia ngasih bebas ongkir tapi jasa expedisi sudah di tentukan sehingga kita tidak bisa memilih expedisi yang kita mau sementara jasa yang di tentukan oleh pihak tokopedia dari proses pengirimannya tidak jelas di oper-oper kaya main bola sehingga untuk nyampe tujuan sangat lambat terlalu banyak buang waktu yang biasanya Jakarta-Karawang cuma 1 hari dengan jasa pilihan toko pedia bisa sampai 1 minggu paling cepat 3-4 Hari,0,Negative
71,Sekarang belanja ditoped jadi gak nyaman karena pengiriman sangat lama kurir recomendasi gak recomen dah aturan 2 hari nyampe ini 7 hari baru nyampe kalo begini terus lama2 toped bisa pada ditinggalin pelanggan saya biasanya belanja disini seminngu 3-4kali sekarang jadi jarang mungkin 3bln sekali,0,Negative
72,Saya belanja biasanya 4-5 hari selesai. Ini sudah 20 hari lebih barang belum datang,0,Negative
"74,""Nyoba tokped setelah maju mundur dan ternyata BOOMM, ga nyaman sama sekali. Sudah kena admin malah pesanan batal. Sorry banget auto uninstall balik ke toko oren. Ga lagi"""" belanja lewat marketplace ini."",0,Negative"
75,Apk sangat menyebalkan. Pembelian selalu dibatalkn oleh sistem. Waktu pengembalian uangnya mau ditarik ke rekening prosesnya lama. Apk tidak recomend sama sekali,0,Negative
76,Langganan PLUS sekarang di Jatah berapa min perbulan??? Rugi ya??? Baru dipake beberapa kali udah habis layananya. Suruh nunggu tanggal 1 lagi. Dulu tak terbatas,0,Negative
77,Aplikasi sampah beli hp normal alih alih dapat murah bagus yang ada malah dapat barang minus proses komplain susah waktu barang kita retur pihak asuransi lambat dari waktu estimasi pencairan dana dari tgl yang di janjikan yang aneh nya masalah dari ke 2 belah pihak belum selesai dana sudah di teruskan ke pihak penjual dan diskusi di tutup. System tokopedia amburadul perlindungan terhadap konsumen kualitas nya sangat huruk,0,Negative
78,Alasan knp gk pernah belanja di sini adalah ngasih promo potongan 30 ribu gak niat selalu cancel sistem .. gak pernah ada diskon potongan menarik... gk ada kompensasi jika pesanan dibatalkan seller.,0,Negative
79,Paketnya selalu lambat sampai. Apalagi pakai expedisi sicepat halu. Yakin lagi halu kalau paketnya cepat sampai. Kalau paket ku sampai pengen uninstall aja. Selalu mengecewakan.,0,Negative
"80,""Edit : turun jd b1...karna CS tidak membantu sama sekali...kurir rekomendasi tokped gak rekomen buat di pake, pelayanan nya lamaaaaaaaaaaa...saran hapus aja opsi """"kurir rekomendasi"""" dikirain lebih memuaskan & cepat ternyata ðŸ‘Ž"",0,Negative"
81,Tokopedia udah ga worth it lagi sih,0,Negative
82,Sangat buruk dalam pelayanan tokopedia care. Pengalaman pengajuan komplain yang tidak ada solusinya,0,Negative
83,Kocak. Kebanyakan biaya admin. Aplikasi ribet. Saldo di refund ke saldo tokped. Ga bisa ditarik karena dibawah minimal penarikan. Ga bisa di isi saldo tokped juga. KOCAK LOL........,0,Negative
85,Merasa kecewa sekarang dengan tokped saya tuh belanja barang pake gopaylater barang tidak sampaiÂ²...sekarang gopaylater harus setor karna sudah masuk jatuh tempo. Gmn ceritanya saya harus bayar sedangkan barang tidak sampai di claim barang hilang malah panjang proses nya nunggu BAP dari kurir tidak ada waktu estimasi kapan selesai nya,0,Negative
86,Kurir rekomendasi Tokopedia dipilihkan yang paling mahal kenapa si kenapa gak yang standar atau yang ongkir lebih murah pengen belanja jadi pikir pikir 2 kali Padahal berat nya cuma dua kilo tapi jadi mahal banget dan harus bayar tambahan ongkir ðŸ˜ž di sebelah ongkir 2 kilo mah belum apa apa Dan tolong kurir sapx nya pengiriman nya lama dan lelet banget,0,Negative
"87,""Ternyata Tokopedia melindungi maling, Kronologi si penipu saya tanyakan video unboxing dari awal sampai akhir buka paket tidak di penuhi, waktu itu pengiriman hewan. Sedangkan yang di komplain bukan hewan dari saya sudah jelas. Saya pun sudah kirim bukti sebelum kirim paket. Si penipu memfitnah dengan kata2 """"bisa saja yang di kirim beda dgn yg saya terima"""" padahal selama sy transaksi tidak pernah ada masalah. Baru kali ini ada modus penipuan.. dan pihak tokped tidak percaya dengan bukti2 dr sy"",0,Negative"
"88,""Dapet voucher buat belanja ketika dibelanjakan eh malah di batalkan sistem dengan alasan tidak memenuhi syarat dan ketentuan tokped. Oke dibatalkan tidak apa"""" tapi setelahnya akun affiliate saya di nonaktifkan. Padahal saya belanja bukan produk yg saya affiliate kan. Setelah komplain tetap tidak ada penjelasan yang jelas, katanya melanggar s&k. Gak jelas banget deh. Padahal saya jadi affiliator di marketplace lain udah 2 th an tidak pernah ada kasus seperti ini. Ribet banget si tokped."",0,Negative"
90,Beli barang sengaja pake instant bayar ongkir mahal-mahal,0,Negative
91,GRATIS ONGKIR gak niat Minimal bisa milih ekspedisi lah. Masak dipilihin. Dan seringnya pake si cepat. Sementara si cepat ditempatku paling Lemot. Tiru tuh aplikasi oren. Bisa milih.,0,Negative
92,Kini Tokopedia sangat buruk.. Dia saat menggunakan voucher dan bayar pakai saldo malah di gagalkan dan di persulit untuk saldo tsb kembali.. Mending gausah pakai Tokopedia deh buruk banget,0,Negative
93,!!!!!saya sarankan JANGAN TERHIRAU VOUCHER TOKOPEDIA,0,Negative
96,Tolong jangan kerjasama dengan ID express,0,Negative
97,sebentar sebentar update... yang diupdate itu apanya coba.. kebijakan jaman sekarang makin primitif aja.. bukanya mempermudah justru mempersulit dan memperumit.,0,Negative
99,Tokopedia kenapa dah banyak banget notifikasi masuk sampai sampai lewat WhatsApp pun ada bisa ga minimal 3 jam 1 notifikasi aja cukup inimah dalam 30 menit juga udah banyak,0,Negative
100,Buruk. Pelayannya TokopediaCare hanya merugikan konsumen saja. Transaksi cicilan dengan kredivo di batalkan. Tapi asuransi pengiriman tetap ditanggung oleh pembeli. Akibatnya dana yg dibalikkan di potong sama assuransi. Sehingga masih ada sisa tagihan yg harus di bayar oleh kita. Gilanya lagi di kredivo. Bunga cicilannya juga tetap harus dibayar. Padahal transaksi dibatalkan. Barang ga dapat. Tetap harus bayar bunga cicilan dan administrasi yg 3 sampai 4â„…>bayangkan saja kalau transaksi kita 5jt,0,Negative
101,Makin kimakkkkkkk Tokopedia. Mau masuk aja ,0,Negative
102,Semua proses nya lama dan ga sesuai batas waktu yg sdh ditentukan,0,Negative
103,Ongkir sudah mulai mahal. Gratis ongkir juga tidak konsisten. Bikin pelanggan kecewa...harga barang juga mahal mahal. Beda dengan yang lain. ðŸ˜“ðŸ¤•ðŸ˜¢. Dulu membantu ongkir. Makin banyak oelanggan bukannya kurangi biaya ongkir mala makin naik harga barang dan ogkir pafa hal saya sudah member silver... KECEWA,0,Negative
104,tokopedia sekarang sangat buruk dengan adanya kurir rekomendasi biasanya jakarta jawa cuma 3hari paling lama,0,Negative
105,Paket ga nyampe2 harus nunggu seminggu lebih buat diproses kurirnya,0,Negative
106,Percuma ada cashback/voucher gratis ongkir kalau ga bisa di pakai.Saya pesan barang dan di pickup kurir anteraja dari surabaya ke jakarta ,1,Positive
107,Dulu selalu belanja lewat sini selama beratahun-tahun karna pengirimin cepat dan cashback,1,Positive
108,Transaksi dibatalkan sistem karena stok kosong padahal sudah dilakukan pembayaran,0,Negative
109,Penurunan drastis Tokopedia penjual lama dalam mengirim barang ke ekspedisi,0,Negative
"111,""Pesan udah di bayar tiba"""" batal... Alasan tidak memenuhi syarat dan ketentuan lh... Ah Jd males blanja.. udah gitu ngasih voucher tp nggk bisa di gunakan.. alasan khusus pengguna baru. Padahal gua aja baru gabung dan baru akan belanja .."",0,Negative"
113,saya mau kritik keras Tokopedia 1. barang yg di jual di store itu semua barangnya jelek jelek dan cepat rusak 2. masa aku klaim asuransi smartwatch aku ko di tolak padhl bnr2 rusak lho ini 3.knpa aku bilang barang di Tokopedia ini barang rongsokan?krna baru2 ini sktr 8 hari yg lalu aku beli barang yaitu smartwatch di CMD store stelh barang nya nyampe dan di pake baru 4 hari langsung rusak total ga bisa hidup lagi dan gabisa di charger lagi 4. kecewa bgt sih sama Tokopedia care ga bisa melayani c,0,Negative
114,1. Biaya admin paling banyak seantereo e-commerce. Tapi kualitas sepaling buruk seantero e-commerce 2. E-commerce pelopor yang jadi kompor e-commerce lain yang main patok banyak biaya admin gak jelas. 3. Tiap pembatalan walau sama sekali bukan kesalahan pembeli biaya admin tetap hangus. 4. Banyak promo yang udah hilang tanpa jejak 5. Iya sih embel embel gratis ongkir 20rb tp biaya ongkir sudah di Mark up se paling mahal seantereo e-commerce. Intinya Tokopedia makin kesini makin mengesalkan,0,Negative
115,Beli barang dari tanggal 10 okt tp status barang hilang,0,Negative
116,Ikutan flash sale 11.11 jam 20.00,0,Negative
"118,""Gak jelas tiba"""" Pesanan dibatalkan sistem, cmn gara"""" Belanja di kirim ke temen yang sama punya akun tokopedia, disangkanya memiliki 2 akun dengan pemilik yang sama dan melanggar aturan promo"",0,Negative"
119,Tokped sekarang dengan yang dulu beda...yang nangani kasus pun tidak secepat yang dulu. Beli barang agar segera sampai itu biar bisa dipasang secepatnya...masa harus nunggu 5hari kedepak untuk tindak lanjutnya...kelamaan keburu kabur pelanggannya. Terpaksa beli barang ditoko lain dan di apk lain Tokped semakin lemotttt dan lelet,0,Negative
120,mending pilih gratis ongkir aja drpd pilih sameday krn percuma aja ga sesuai estimasi sampainya dan gaada ganti rugi ongkos kirim.. mana yg di dpt salah juga barangnya.. amat sangat kecewa sih jd mls belanja disini.. pindah ke oyen aja ..,0,Negative
123,Kalau pengen cepat dan gratis ongkir ya harus langganan expedisi,1,Positive
127,waktu pakai promo kenapa selalu ada aja kendala,0,Negative
128,Sekarang biaya kirim dimark-up gila-gilaan. Ya,0,Negative
129,Ini aplikasi makin lama makin merugikan pemmbeli. Saya belanja tidak menggunakn promo. Transaksi dibatalkan katanya pakai promo. Udah gak ada jawaban. Terakhir dibilang karna pembayaran. Kog makin gak masuk diakal ecommerce ini.,0,Negative
"130,""Asuransi sdh banyak yg auto """" pilih"""" di dashboard ...harus hati2 kalo belanja krn jika tdk sengaja missing meng off kan """"proteksi total""""costnya amat sangat2 mahal sekali. Menjadi sangat tidak nyaman belanja di toped....sangat resiko Rugi"",0,Negative"
131,Tak ada perubahan sudah berkali2 update... Kasih review ke lapak juga loading gak ada ujungnya... Kasian lapaknya.... Sudah 2bulan lebih gak ada perubahan perbaikan aplikasinya... Mungkin sudah saatnya untuk coba ke toko online lain... Mohon maaf tokped...,0,Negative
"132,""Aplikasi penipu, setelah check out pembayaran selesai. Ternyata dibatalkan Sama pihak aplikasi nya dan uang kembali ke dompet. Setelah itu akun gabisa login lagi padahal masih saldo dalam aplikasi ini. Lama"""" pikirku aplikasi penipuan ini, udah ada yg ngalamin kayak saya juga sih. Hapus aja aplikasi ini dari playstore, karna merugikan banyak masyarakat."",0,Negative"
133,Parah benar kali ini Tokopedia.. Tiba-tiba ngirim notifikasi kalo akun saya melanggar S&K promo yg berlaku.. Sangat buruk kerja nya aplikasi Tokopedia... Tidak mengutamakan kepuasan konsumen... Sampai nggak bisa lagi akun saya utk belanja menggunakan hak promo atau pun voucher akun saya.. Aneh ini Tokopedia makin ke depan upgrade nya Tokopedia makin nggak jelas.. Semoga saja cepat nggak di pakai org lagi ini aplikasi... Biar tau rasanya kehilangan konsumen.,0,Negative
135,Nyesek dgn program war 11-11 hanya di peruntukan pengguna baru. Pengguna lama gak ada apresiasi sama sekali. Males sebenarnya ikutan namanya program 11 lah 12 lah ujung ujungnya zonk manfaatnya dimana coba..... KECEWA.,0,Negative
137,Aplikasi ini nih buat belanja tapi pas saya mau belanja,0,Negative
138,Cukup lama menggunakan aplikasi ini tp baru kali ini alami barang tidak sampai,0,Negative
139,Pelayanannya makin parah dan MENJENGKELKAN pilihan masalah pada pengajuan komplain tidak bisa diklik,0,Negative
140,saya tidak dapat daftar untuk membuat akun,0,Negative
141,Aplikasi belanja parah.. sya beli brg pas dtg rusak ,0,Negative
"142,""Banyak bug, tiba"""" akun tokopedia di blokir tanpa kejelasan,dibilang karena melanggar syarat tpi pas di tanya melanggar syarat gk di respon... Kecewa saya,awalnya berharap lebih bagus dari yang lain rupanya lebih buruk.."",0,Negative"
144,Sekarang sangat sering eror. Saat buka app lain,0,Negative
146,Kecewa . Setiap bulan selalu blanja pake paylater. Tapi stelah d update. Malah gak bisa d gunain . Paylater nya . . Malah ada notice nya .. anda belum bisa menikmati layanan ini ... Lahh . Udah satutahun lebih .. pake ini .. aneh aneh aj,0,Negative
147,Barusan update. Aplikasi malah close dengan sendirinya. Sudah hapus data dan login ulang bisa tapi saat sudah login aplikasi kembali close sendiri. Aneh,0,Negative
148,(06/11/2022) Intinya ane kecewa... Padahal udah user toped dr tahun 2015,0,Negative
149,Beli pertama kali di marketplace pakai diskon pengguna baru + gratis ongkir pembayaran menggunakan M-banking,1,Positive
150,Aplikasi tokopedia sekarang semakin berat & loading lama sampai terkadang bisa force close sendiri..Semakin pembaharuan semakin parah aplikasinya..belum lagi ditambah ada pengiriman jasa kurir yang sekarang lama sampainya bisa 1 mingguan terutama jasa kurir sicepat/sigesit/HALU.,0,Negative
151,Sebelumnya Daftar Transaksi bisa dilihat hingga beberapa tahun terakhir,1,Positive
152,Pengalaman terakhir paling parah dari sebelumnya paket nyasar entah kemana,0,Negative
153,Aplikasi aneh. Udah ga bisa milih kurir ,0,Negative
156,Fitur gratis ongkir turun jadi 20k antar pulau,1,Positive
158,Gak pernah pakai toko pedia pas daftar jadi pengguna baru sudah cek out sudah bayar malah di batalkan oleh sistem ,0,Negative
159,Dari semua ekpedisi yang pernah saya gunakan,1,Positive
160,Kenapa sih ribet banget mau order,0,Negative
161,Fitur tokopedia play yang sekarang ngga nyaman banget. Kenapa tampilannya jadi begitu yaa,0,Negative
165,Proses pengembalian dana udah ada 3 mingguan belum masuk juga. Di keterangan sudah klaim itu pun lama banget mulai pengajuan komplain di awal bulan Oktober sampai bisa di klaim di akhir bulan Oktober. Setelah klaim tercantum keterangan paling lambat pengembalian dana tanggal 1 November 2023 tapi sampai sekarang belum masuk juga ke saldo saya! Tolong dong Tokopedia bagaimana kalo seperti ini?! Nominalnya juga gak sedikit loh :'),0,Negative
"166,""Harga barang naik, ongkir naik mulu, dulu"""" masih bisa nikmati free ongkir. Sekarang free ongkir hanya gimmick. Puluhan tahun pakai tokopedia, tpi gak ada feedback nya sama sekali. Semoga aja muncul pesaing baru yg beneran kasih free ongkir, seperti tiktok shop."",0,Negative"
168,setelah pengalaman sebelumnya dengan keterlambatan ekspedisi yang parah,0,Negative
169,Gak ada tombol home. Jadi kalo selesai urusan kudu pencet back puluhan kali sebelum balik ke halaman home. Gini bet ya interfacenya...mending pas sinyal bagus pencet back cuma itungan detik. Lah internet lemot tiap back 5-10 menit dikali 20 halaman. akhirnya males mau belanja atau searching next item..,0,Negative
170,Jangan percaya sama promo tokped karna tidak bisa di gunakan sama sekali. Lebih baik ke toko sebelah yg benaran pasti promonya daripada tokped,0,Negative
171,Kalau ngasih promo/vc nggak pernah niat,0,Negative
172,Aneh. Pesanan saya di batalkan oleh sistem. Padahal udah bayar. Memang ada pengembalian dana tetapi masuk ke saldo tokopedia yang sampai saat ini susah di tarik lagi dananya. Gk tau gimana nanti bisa atau gk saldo refund tokopednya di tarik ke rekening lain.,0,Negative
173,Sering bgt ada chat dari customer tapi ga muncul notifikasinya padahal udah di setting on. Login di pc pun juga gitu sering error dan ga ada notifikasi juga,0,Negative
175,Memiliki promo unggulan gratis ongkir yang buruk!! Durasi pengiriman yang lama,0,Negative
176,Tokopedia sering ngefreeze teros kalau belanja kadang keluar diskon tapi bisa tiba tiba hilang dan dana dikembalikan setelah pembayaran,0,Negative
178,Semenjak di-update aplikasi Tokopedia jadi lamaaaaaaa banget aksesnya,0,Negative
180,niat bikin promo nga? promo di ceklist begitu dibayar malah di batalkan alasan tidak memenuhi syarat!! gajelas banget giliran di bayar ga pakai promo bisa!! pantes lebih rame user shoope! pembayaran lebih gampang di shoope promo juga ga muluk muluk! thumbsdown buat tokped semoga cepet bangkrut dan usernya pada beralih ke shoope!! perbaikin promo gajelas nya tambahin cara bayar nya belajar dari kompetitor nya biar ga jadi aplikasi ampas!!!!,0,Negative
181,Semakin lama kok tokepedia makin jelek yaah,0,Negative
"182,""Haduh heran sama ni aplikasi saya baru aja mau buat pesanan eh malah dibatalin alesannya sih garaÂ² """"tidak memenuhi syarat dan ketentuan"""" padahal saya baru aja download gapunya akun lain,baru akun ini doang,saya udah ngikutin semuanya dari ngisi alamat,pengiriman,dan metode pembayaran,masih amanÂ² aja tuh pas di bayar eh malah dibatalin langsung coba dong jelasin kenapa? jangan langsung di batalin dong,mana vouchernya udah kepake lagi"",0,Negative"
183,Komplain barang belum diterima sampai detik ini juga gak ada pengembalian dana...Uda diluar waktu batas menunggu jauh..hubungi CS yg bukan robot juga kesulitan..sampai hari ini tanggal 26 oktober..uang saya belum juga dikembalikan...nunggu mulai Agustus....tidak dapat dipercaya...sebelum kejadian kayak saya lebih hati hati brother...sudah hubungi Tokopedia care hasilnya sama saja sampai detik ini..27 Oktober gak ada perkembangan...sampai hari ini 13 November kasus saya juga belum terselTokopedia,0,Negative
184,Kenapa setiap saya mau beli barang gitu udah di check out barang tuh udah ada tuh pembayaran berhasil nah abis tuh pas saya mau lihat detail transaksi eh malah barang yg saya pesan di batalin sama sistem nya pada hal saya udah beli 3 barang hari ini dan ya gk ada satu pun barang nya yg berhasil semua pada di batalin sama sistem pleaseeeeeee lah Tokopedia tolong di perbaiki lagi aplikasi nya padahal dulu saya make gk ada tuh barang langsung di batalin sama sistem nya,0,Negative
185,Proses klaim 3 bulan ga selesai selesai,0,Negative
186,untuk pribadi saya jujur sejak pertama install ada niat untuk belanja tapi saya merasa ragu karena setiap saya cek dari ulasan produk ternyata tidak selalu ada tulisan PROSES DOWNLOAD SEDANG BERLANGSUNG yang pada akhirnya gagal ada kendala di rumah toped,0,Negative
187,setiap program war diskon. Detik 0 sampai ke 1 sat dimulai program tersebut semua barang tetiba stoknya langsung habis semua. Sebagai enduser untungÂ² bgt bisa dapet. Kenapa y????,1,Positive
188,Sudah beberapa bulan berhenti langganan toped plus,0,Negative
191,Mending gausa wajibin pake jasa asuransi dan kurir rekomendasi deh kalau gabisa mengatasi masalah customer,0,Negative
193,Sebagai seller di Tokopedia dengan nama berkah jaya Otto,1,Positive
"195,""Saya pengguna baru dan baru kali ini belanja di tokped, saya juga cuma punya 1 akun. Otomatis saya dapat voucher-voucher new user, tapi pas dipake dan sudah transfer malah dicancel sama Tokped. Vouchernya juga ditarik, tapi saya dapet pesan """"selamat atas transaksi pertamamu"""" ðŸ™„ðŸ™„ðŸ™„ Udah komplen ke tokpedcare di twitter malah ga direspon."",0,Negative"
196,Gak masuk akal banget Tokopedia anj,0,Negative
197,Ekspedisi JNE di toko pedia bener deh ekspedisi terburuk! Mau ajukan komplen ga bisa di perpanjang terus etimasi nya,0,Negative
"199,""Ketentuan voucher nggak masuk akal sekali. Cuma gara"""" informasi hp yang sama, jadi dibatalkan. Padahal login di akun temen buat bantu ngecek, tp sewaktu co dibatalkan."",0,Negative"
"200,""Kata admin pesan sudah diteruskan ke penjual. Penjual bilang belum ada pesan dari admin tokped. Bukti foto video unboxing udah dikirim ke admin tokped. belum ada hasil juga. Eh malah case closed by sistem. Blm ada solusi pdhl. Ngeklik komplain pesanan lagi suruh cerita dari awal lagi. Menu komplain udah ga bs di klik karena sttus udah brubah otomatis jadi """"selesai"""" . Toko bilang ga ada notif komplain. Ga bs kirim video di menu tokped. Dari tanggal 7nov23. 5 hari belum ada kejelasan."",0,Negative"
201,Kalau gak niat kasih promo buat pengguna baru,0,Negative
202,Saya sudah hampir 2 thun pkk aplikasi ini,0,Negative
203,makin kesini makin berat aja ini aplikasi. padahal hp juga gak jadul2 amat(redmi note 10 pro +realme 6 pro) .. dari penggunaan wifi (rumah+kantor) berat,0,Negative
205,Setelah ada pemberitahuan mesti di update,0,Negative
207,Update terbarunya bikin lemot udah mah maksa updatenya apk ga bisa dipake kalu ga di update,0,Negative
209,Ada apa dengan Tokopedia? Sudah 5 hari dari barang masih belum tiba....!!!!!ðŸ¥± Dikomplain bulan kemarin gak ada perbaikan sama sekali ya,0,Negative
