,text_data,sentiment,label
82,open world yg sangat menakjubkan dengan puzzle yang buat kita ber pikir juga,1,Positive
84,Ini maunya apa sih download pake data sendiri,0,Negative
85,Bagus ceritanya dan luas dunia nya,1,Positive
86,Game nya bagus cuman cari karakter dan primo nya susah,0,Negative
88,Untuk tim mihoyo udah sangat bagus banget untuk update patch nya udah agk dikurangin,0,Negative
89,Grafik yang indah!!. Apalagi saat explore Fontaine musiknya,1,Positive
91,Game ini tuh bener bener bagus banget dan seru. setiap patch nya pasti ada eventnya. Dan eventnya bener bener seru banget. Story quest nya juga bagus banget walaupun lama rilisnya. Btw aku udah main game ini dari awal tahun 2021 dan sekarang aku udah AR 57 di server Asia. Player nya kebanyakan pada baik-baik semua. Buat kalian yang belum download kalian wajib coba mainin game ini.,1,Positive
"92,""Please Hoyoverse,buat GI ver android support fitur controller masa cuma di IOS,agar bisa memberikan pengalaman bermain yg baru,masa game open world sebelah yg kotak"""" aja support controller/gamepad lewat bluetooth, please untuk update kedepannya ditambahin ni fitur,malas saya pakai aplikasi pihak ketiga cuma buat main GI pake controller, paling nanti kena banned,terus semangat buat tim Hoyoverse,sekian terimakasih."",1,Positive"
93,game terlama yang saya mainkan...sekalipun semuanya harus serba maksimal,1,Positive
96,So far sudah bagus jalan cerita nya mengesankan oh iya ingin bertanya untuk versi pra-unduh 4.2 sudah di download namun saya tidak dapat mengambil primogem dari blessing walking kira-kira bagaimana solusi untuk masalah ini?,1,Positive
98,bagus sih tapi pas awal main game nya download data nya lama bngt kalo kita ke markas deket istana kita kekunci gimana keluar yaðŸ‘ðŸ‘„ðŸ‘,0,Negative
99,Hebat seru sekali ini game. Baru inilah ada game yg Bug nya gak ada. Paling cuma satu hal aja,1,Positive
100,Secara keseluruhan dari grafik sampai gameplaynya 10/10. Plot atau storyline awalnnya doang yang rada ngebosenin karena emang masih tahap tutorial,0,Negative
101,Setelah sekian tahun gw maini genshin,0,Negative
103,Critdemage critrate tolong dipermudah sudah farming artefak 1 tahun lebih masa gak ada dapet yg bagus,0,Negative
104,Perbanyak event dapati primogen dan ada sistem jual beli item artefak dan senjata dan jual beli karakter dengan primogen jadi gak game gak ngerasa di rugi kan karena mereka beli Hero di orang murah tapi beli primogen juga atau ada kusus mata uang sendiri buat beli Hero,1,Positive
105,game berat dengan optimalisasi paling baik,0,Negative
106,tolong di kasih tambahan end game konten seperti spiral abyss,0,Negative
107,Game dengan grafik yang bagus tapi untuk HP yang kurang speknya seperti helio G99 punya saya agak kurang fpsnya masih suka drop walaupun udah di grafik lowest,0,Negative
108,nice game!!!! dari awal main sampe sekarang ga pernah bosen,1,Positive
109,Game ini sangat Seru! Dari segi Grafisnya indah,1,Positive
110,Gile bagus banget grafik nya luar biasa Di setingan rata kanan cuma kalo rata kanan hp lebih cepat panas tapi Overall Still good and fun to play,1,Positive
111,Tolong perbaiki jaringan nya...padahal jaringan aku 4G gak ngelek......kok tiap main pasti jaringannya kuning mulu....truss kok lagi lawan musuk kok ngestag....tibaÂ² ngelag gitu....padahal penyimpanan masih aman gak ada yang salah.......kalau soal game nya paling top lah buat aku.....kalau dh di perbaiki jaringannya gak kuning lagi sama lagi lawan musuk gak ngestag lagi..aku kasih bintang 5 deh janji....itu aja sih masalahnya buat aku.....mohon di perbaiki jaringannya developer.... terima kasih.,0,Negative
112,Game bagus jika anda bisa main lupakan segala streotipe walau ada yang benar tapi tetap ini game bagus dan untuk developer nya bisakah catat ini ya yaitu tolong kembalikan event2 dulu sayang newbie mana bisa rasakan jadi mungkin update akhir natalan kalian bisa tambahkan fitur download event dulu Terima kasih,1,Positive
113,Buat admin nya tolong jngnn pelit sama resin nya.. game sama grafik dan alur ceritanya sudah bagus banget tapi tolong resin nya di tambah jadi 300 aja udah syukur banget,0,Negative
115,Ini game bisa ketemu player lain ngk sih? Kalo ini game bisa ketwmu sama player lain trus bisa bikin party barengan kqn lebih seru ngk ngebosenin biar ngk monoton gitu,1,Positive
116,No celah sih buat game ini kena hujat,0,Negative
119,Permainan RPG dengan desain anime yang sangat menarik untuk dimainkan,1,Positive
120,Game bagus.. Data game kecil di banding dengan versi PC nya... Main jadi praktis bisa di mana saja... Mudah dimainkan,1,Positive
121,tolong dong kalo lagi ga ngerjain quest story,0,Negative
122,(-)ukuran game sangat besar membutuhkan kapasitas yg luar setiap update kapasitas nya makin besar dan setiap download data itu lama banget pdhl sudah pakai wifi (+)grafik nya lumayan bgs,0,Negative
123,Untuk segi gameplay udah bagus.... Untuk alur cerita harusnya ada fitur skip.... Biar ga terlalu buang waktu.... Untuk gamenya boleh di ringankan lagi.... Terlalu berat di android ataupun iphone untuk 60 fpsnya thanks,0,Negative
125,Sementara bintang 4 karena sering drop fps padahal ram masih banyak prosesor juga oke. Cuman kurang pengoptimalan game genshin nya ajaðŸ¥²,0,Negative
126,Kenapa genshin impact di android gak suport kontroler atau joystick seperti stik PS 4 padahal kayanya seru kalo bisa sedangkan kan di IOS bisa atau joystick saya yang jelek jadi gak bisa gak tau juga sih tapi kalo bener bener gak bisa tolong di bisain di android bisa pake kontroler,0,Negative
127,Sebenarnya gamenya sih sy liat di medsos bagus-bagus aja sih.. Cuma ini kok saya download gamenya setelah login kok tiba tiba penyimpanan nya gak cukup? Maksudnya gimana? Tolong di perbaiki ya.. Makasih.,0,Negative
128,bagus sih menurut ku tapi ada yang perlu diperbaiki menurut saya adalah sistem suara kadang suka crash suaranya gitu aja,0,Negative
129,Game nya bagus banget!! Tapi sayang nya device udah ga kuat buat mainðŸ¥² semoga dalam waktu dekat bisa punya device yang kuat buat main genshin lagi.,1,Positive
130,Semua nya bagus dari mulai story,1,Positive
131,Klo bisa MC kasi la jatah ngomong.. Masa paimon terus.. Kan pengen juga denger suara MC.. Dan jg klo bisa si kasi fitur untuk pindah/ganti stat/sub stat artefak la .. Ya kali dari hampir 1 th farm di salah 1 domain.. Gak dapet2 yg bagus..,0,Negative
134,Tolong kalau lawan musuh rotasi kameranya ga usah ngadi-ngadi. Masa nutupin terus,0,Negative
135,Game ini sangat luar biasa dengan grafik yang memukau dengan gameplay yang bagu,1,Positive
"136,""Tolong dong developer perbaiki quest """"Ritual Pemurnian Sacred Sakura"""" ngebug, saya sudah menyelesaikan misi nya tapi di misinya belum selesai"",0,Negative"
138,Halo bro ini saya baru download aplikasi nya kenapa tertulis ruang room tidak cukup kosong kan dahulu apa sih maksdnya! Memori hp saya masih cukup untuk download mobile legend bro ga jelas baru juga mau nyoba game nya malahan ga bisa main zzz,0,Negative
139,Game nya bagus untuk game yang tidak berbayar,1,Positive
140,Untuk pertama kalinya aku bermain Genshin Impact dan ini benar-benar membuatku kagum,1,Positive
141,Kurang lebih bagus tapi tolong tambahkan fitur edit tombol agar lebih mudah mengontrol karakter tanpa harus menggunakan tangan yang cepat,0,Negative
144,Makin lama makin ga masuk akal sistem gachanya. biasanya gua dapet kok malah poin takdir ampe full itu pun 65 67 49 baru dapet tome of the eternal flow. Parah pay to win!!!,0,Negative
146,Mohon pihak developer kalo bikin dialog di perhatikan panjang atau tidaknya,0,Negative
147,Game nya bagus secara grafik dan story line nya overall bagus tapi hanya satu masalah yaitu drop rate hadiah dari pull/gacha itu sangat sulit di dapat saya sudah bermain 3 tahun dan tidak pernah sekalipun mendapatkan hadiah dari gacha dengan lebih mudah pasti selalu sulit/ hard pity tolong lah permudah kami apalagi untuk para player free to play,1,Positive
149,Game nya udah bagus tapi bisa gak sih di kasih peliharaan yang bisa di tunggangi kaya kuda atau hewan yang lainnya biar nambah seruh gitu explore nya,0,Negative
150,Sya sudah main game ini dri 2020/2021,1,Positive
152,Game ini sih udah bagus banget dari segi grafik,1,Positive
153,Dowload nya lama banget udh di tungguin hampir 1 hari masih 20 persen kalo bisa mohon di percepat unduh update nya padahal gw make wifi udh gw tambahin kuota masih aja lama mohon di percepat lagi unduha nya,0,Negative
154,Sedih. Data yg dibutuhkan harus besar sekali. Padahal suka main ini. Pas update baru dah data penyimpanan cukup besar sekali.,0,Negative
155,Game ini sangat bagus dari segi grafik dan game play,1,Positive
157,Susah loginnya. Terus pas lagi mengunduh data ada peringatan harus kosongin sampah. Padahal hp aku udah bersih. Ini kenapa ya? Tolong diperbaiki lagi ya. Kalo udah diperbaiki Aku bakal kasih bintang lima kok ini bintang tiga dulu ya Diperbaiki lagi ya hoyoðŸ™ðŸ™,0,Negative
159,Game yang ga memikirkan playernya hadiah sedikit resin sedikit game yang sangat pelit update besar besaran tetapi tidak bisa menambahkan resin,0,Negative
160,Aku udh beberapa hari download game ini,0,Negative
161,Game yg bagus banget. Emang berat tapi bagus banget desain karakter nya itu mantap. Banyak dan game ini membawa rasa yg tak bisa di ungkap oleh kata kata,1,Positive
162,Tolong dong untuk resin tambahan kapasitas nya saya yang bermain genshin pada saat pulang kerja,0,Negative
163,Kasih bintang 2 deh kenapa sih pas masuk ke gamenya selalu ada bacaan penyimpanan tidak cukup padahal mah penyimpanan nya masih 64gb yg kosong lah ini kaga cukup apasih emang Ampe ratusan GB apa?,0,Negative
164,Terlalu banyak quest yang panjang dan menghabiskan waktu dengan reward yang tidak sepadan .mungkin saya mulai lelah sudah 3 tahun,0,Negative
165,Gamenya bagus sih cuman boleh di tambah lagi ngak sih hal yang baru di in gamenya soalnya lawan musu tuh susah banget soalnya saya seorang pemula,0,Negative
166,dari awal karakter di monstad sampe udah punya karakter fontine,1,Positive
168,Ku Reting bintang 5 Soalnya gamenya playnya bagus,1,Positive
169,Jangan kasih kalah rate off terus lah atau hard pity,0,Negative
170,Bintang 5 buat nih game seru banget dan ceritanya jg menarik,1,Positive
171,Ya lumayan bagus dari cerita dan storynya,0,Negative
"172,""Gamenya bagus, grafiknya juga mengesankan, alur cerita keren, karakter nya unik memiliki ciri khas masing"""" dan kontrolpun lancar, tpi untuk mencari exp nya lumayan ribet juga ya, bulak balik trus, tpi tidak masalah, agar lebih berpengalaman dan memahami di dalam game ini"",1,Positive"
173,baru juga main lagi. tepatnya 3 hari harus uninstall lagi,0,Negative
174,dari awal rilis dimobile mainnya sampai sekarang,1,Positive
175,Game nya seru bangett sukaa banget kita bisa bermain dan ngerjain misi,1,Positive
176,Setiap update size game makin gede jika ini tidak ditangani banyak pemain yg ga bisa bermain jika ukuran file update yg makin gede setidaknya setiap update ukuran file di Kompress agar dapat mengurangi jumlah penyimpanan di handphone,1,Positive
"178,""Terimakasih hoyovers telah membuat game yang sangat di sukai semua orang saya mewakili para Traveler mengucapkan terimakasih, karena telah menemani kita saat awal rilis hingga sekarang, hoyovers masih belum ada yang bisa menyaingi game RPG buataan mu, semoga semakin berkembang dan bisa menjadi game favorite semua orang. From """"Traveler TokaNii"""" ðŸ˜„ðŸ‘"",1,Positive"
179,Reward anniversary nya jelek pake banget,0,Negative
180,Puas banget main ini game bisa pergi ke berbagai tempat lihat pemandangan,1,Positive
181,Kecewa sih sama proses pengembalian akun yg kena hack lama banget,0,Negative
182,Banner weapon susah dapet weapon yang di pengenin karena perlu ngepull berkali kali,0,Negative
184,Saya mau kasih saran ke mihoyo,0,Negative
185,Katanya kompatibel dengan device tapi mau buka teleport dibawah kota fontaine force close.sedangkan di region lainnya aman-aman saja.tolong diperbaiki glitchnya soalnya id saya nyangkut waktu mengikuti world quest didekat patung hydro archon.masa bikin akun baru untuk bermain lagi.,0,Negative
186,kalo ada menu untuk kontrolernya sih gw yakin nih bakal ramr gamenya,1,Positive
188,Game open word terkeren yang pernah gua mainin yaa walaupun beberapa hari main tapi menyenangkan sekali dan buat yang hp nya kurang mampu bisa pakek yang cloud soalnya ini besar banget 27gb ðŸ˜…,1,Positive
191,Banyak yang bisa kita lakuin di sini,1,Positive
192,Bagus bgt... sih 10/10 tapi ada 1 yang kurang yaitu di gacha,0,Negative
193,Akhirnya bisa dapet Wanderer [tertawa jaat] untuk dari segi cerita,1,Positive
194,Game paling bagus yg pernah gw mainin ,1,Positive
195,First time main game story open world terbadag (gede). Bagus story & grafik nya,1,Positive
197,Akun verifikasi saya hilang. Saya tidak bisa masuk akun genshin saya karna kode verifikasi nya di kirim ke akun yang hilang. Saya sudah melapor kan ke pihak genshin. Tapi tidak di respon,0,Negative
"199,""Luar biasa dengan pemandangan yang begitu indah dan gameplay yang keren dan bermacam"""" saya berharap dapat dipertahankan gameplay dan grafik nya makasih"",1,Positive"
200,Grafiknya bagus desain karakter juga kereennn,1,Positive
201,Gensin adalah game terbaik dari segi grafis cerita karakter dan lain lain ... hanya saja yang membuat kecewa 3 tahun bermain game ini anniversary reward sangat monoton hampir tidak ada perubahan seolah olah apresiasi hal yang sama kesemua player setiap tahun ... saya harap bisa di perbaiki tapi nyatanya dari tahun ke tahun developer melakukan hal sama setiap tahun,0,Negative
203,Untuk versi mobile saya baru mencobanya,0,Negative
204,Tolong lah kalo ngasih quest jangan panjang panjang males gua dengerin ceritanya... minimal kasih fitur skip biar gak kebuang waktunya,0,Negative
205,genshin impact saya tidak bisa di buka.. selalu stuck di loading screen.. padahal saya sudah reset terus download ulang data lagi tapi tetap saja begitu.. saya harus gimana lagi... genshin impact saya tidak bisa saya mainkan lagi.. padahal waktu kemarin bisa di buka tapi hari ini malah jadi eror..,0,Negative
207,Kok belakangan ini ping merah mulu ya? Ini servernya apa gimana sih? Perasaan dulu make jaringan biasa2 aja stabil di 100-140ms sama kyk make WiFi. Semenjak update Sumeru part 3 di device saya realme 9 sering bgt merah,0,Negative
208,Mantap grafik serta jalan cerita yang sangat bagus dan sangat seru Tapi tolong diperbaiki lagi kenapa selalu agak lag dan terkadang bug pada beberapa hewan di game ini Tapi saya sangat senang dengan game ini karena cerita nya yang seru dan tidak begitu begitu saja Overall saya ratting 5 bintang. ðŸ‘ðŸ‘ðŸ‘ dikembangkan terus yaa,1,Positive
209,Game RPG terbaik. Story game terbaik,1,Positive
210,game nya bagus grafik nya hd cuman data yg diambil lumayan besar ya 27000 mb tapi setara kok sama grafik nya orang nya juga banyak map nya luas jempol deh buat hoyoverse,1,Positive
212,game ny bagus dan mudah di main in... tpi klo bisa sesekali jangn terlalu pelit... udah up eq ny susah dan segak ny aniv di kasi karakter b5 standar...,0,Negative
213,Bagus sih bagus ngeselin bintang 100 kesel banget sama musuhnya sama withering musuhnya levelnya tidak setara dengan level karakter semoga musuhnya dapat dikurangi untuk levelnya agar tidak terlalu sulit untuk dilawan dan zona wither juga tidak istan mati,0,Negative
216,3 tahun makin tidak berkualitas game nya,0,Negative
218,Saya sangat suka karena banyak karakter yang sangat cantik dan memiliki dada yang besar. Saya sangat berterima kasih karena genshin impact telah menemani saya selama pandemi covid 19. Saya juga berterima kasih karena genshin impact telah mengubah hidup saya dan sekarang saya sudah memiliki banyak teman.,1,Positive
219,buat pihak hoyovers tolong banget ini mah saya belum mau pensi masi pengen mau maen soalnya ei belum pulang,0,Negative
"220,""Tolonglah hoyoverse, genshin jangan di anak tirikan, fitur"""" yang banyak diinginkan para player malah banyak di honkai walau developer sama tapi perbedaan dari perlakuannya beda banget. Mulai dari desain karakter baru, sistem gacha dan fitur"""" ingame semua terasa seperti lebih diperhatikan di honkai ðŸ« ðŸ« "",1,Positive"
"222,""Sejauh ini aman, seru .. Game open world bisa keliling"""" , banyak hewan"""" Juga. Sayang nya ga ada kendaraan yang bisa di naikin seperti kuda atau punya hewan peliharaan gitu.."",1,Positive"
223,Genshin baru di update kematin malah enggak bisa di buka,0,Negative
224,Ini game nya bagus banget apa lagi grafik nya yang sangat indah jadinya enak dipandang tapi tolong bug nya di fix. bye,0,Negative
"225,""Graifik Ok,Storyny Epic,World ny jg luas, karakternya banyak, cuman yg jd masalah adalah di size update yg gde yang g ramah buat HP spek minim, dan dialog ny juga g bisa d skip(lama bgt lagi:() cuman Overall game ini memang bagus, Dan ping ny kenapa kuning trus yh pdhl jaringan lancar entah memang server atau apa moga cpt d perbaiki dh, Untuk main di device redmi note 10s,6 128 masih ok sih di grafik low 45fps cuman update ny jgn gede"""" Dong Itu doang sih moga cpt d perbaiki yh.."",0,Negative"
227,Halo selamat siang hoyoverse. Game-nya sungguh indah dan menyenangkan,1,Positive
229,Kalau mau buat stage spiral abbys yang susah,0,Negative
230,Awal2 main suka dengan game ini.. grafik,1,Positive
231,Sya sdh mulai sejak lama in game memang beneran seru updatenya jga cpat jdi okelah tpi buat ngumpulin primogens yang sulitt,1,Positive
232,Game ini bagusss baguss bangett cerita nya baguss,1,Positive
233,Gamenya sangat bagus dan karakternya pun banyak sekali selain itu dunia yg luas (open word) yg membuat game ini menjadi tidak membosankan player. Pokoknya mantaplah,1,Positive
236,Masa di banner limited(zhongli) udah pernah dapet Jean,1,Positive
237,Dulu gak ada iklan2 genshin karna tanpa iklan pun pemain tertarik pengen main,0,Negative
"240,""Game ini bagus cocok buat hiburan, dan lagi hadiah aniv nya kalau bisa kasih buat 5 kali gacha aja terus setiap player kalau mau gacha di kalahin rate off yg tinggi di atas 80an biar semakin menantang game nya, terus peti"""" nya kasih di tempat yg sulit di jangkau, sama tantangan event nya buat dapetin Primo harus susah sesuah"""" nya, itu aja sih biar agak tersiksa sedikit"",0,Negative"
241,Teruntuk developer game genshin saya telah mencoba game ini ,1,Positive
242,Apalah udah capek explore+quest dari awal main ga pernah dapet character B5 dibawah 70X pull,0,Negative
243,Jujur banget dari game ini sangat bagus kenapa bisa disebut bagus karena grafic nya op parah no debat dan desain keren banget dan ada senjata op dan karakter yang mantap op parah terus pas gacha event gila gachanya juga mantap banget parah dan sekian terima kasih informasi saya ðŸ˜,1,Positive
245,Fitur baru kalian yang berada dibawah misi harian itu sampah,0,Negative
247,Min tolong dong saya udah dowload data tapi karena kuotanya ga cukup jadi belom saya dowload semua terus sekarang pas mai dowload lagi malah eror di suruh bersihin penyimpanan padahal tinggal 3GB an lagi tolong lah min,0,Negative
"250,""Saya suka di waktu login tapi saat mau masuk """"penyimpanan tidak cukup"""" jadi saya langsung menghapu semua foto tetap saja tidak bisa masuk."",0,Negative"
"251,""Game nya bagus bgt , cuman saya saranin jangan di tambahin terus GB nya kasian yang hp nya di bawah ram 8gb ,kalo bisa tmbhinya paling 2 GB an jngn lngsung 4gb ,kalo bisa cukup sampe 40 GB aja jngn di terusin ,cukup sekian terima kasih ,satu lagi ini kok sebelum Ar 46 tuh questnya susah bngt masa cuman 2 menit doang sedangkan musuhnya keras """" tolong dong yang dulu aja ga di menitin"",0,Negative"
254,Saya mhn untuk data games bisa di pertimbangkan lgi kemungkinan besar masa depan nantinya map baru pasti banyak yg pensiun yg pemain mobile termasuk saya sendiri jujur sih dri tiap update semakin menguras data ðŸ¥²,0,Negative
255,Sebenarnya dari segi gameplay dan story bagus. Tapi untuk grafik cuma bisa pilih yang paling rendah,1,Positive
256,Baru pertama kali saya download ini,0,Negative
257,Game ini sangat bagus untuk animasi dan beberapa tempat yang menarik,1,Positive
258,Bagus banget game nya ini game gw di hp baru ku ceritanya bagus dan paimon nya imut bangetðŸ¥° tapi misinya rada gampangÂ² susah tapi ujungÂ² udh di tamatin jujurly dibanding game rpg lain ini yg pling bagus yg lain kayak rame gtu dan anehÂ² jdi gw download game ini bnyk bilang bgusðŸ˜,1,Positive
259,Setiap lagi domain atau lawan monster pasti sinyal muterÂ² ga jelas kalo ga malah mentok di 999+ giliran domain dah selesai atau monster dah mati sinyal pulih kembali jadi bagus tolong perbaiki jadi ga nyaman setiap mo farming artefak atau material,0,Negative
260,Barusan saya update game sebanyak 5 gb,0,Negative
