,text_data,sentiment,label
17,Kenapa saya tidak bisa menggunakan spaylater selalu dibatalkan otomatis whyy kenapa TIdak dipermudah malah dipersulit kacau,0,Negative
18,Mau ganti nomor karena sudah tidak akti,0,Negative
19,Semakin di perbarui semakin gobflok ini app,0,Negative
20,Kenapa ga ngelink lagi dengan buka tabungan. Lama lama males juga pake buka lapak. Mau komplain susah..,0,Negative
21,Tolong dong bukalapak saya mau cairin saldo penjualan saya ko bisa ya..nanya ke csnya di tutup terus..saya butuh saldo itu buat modal usaha...tolong dong,0,Negative
"22,""capek udah, CS nya Suka tiba-tiba ngilang belum selesai laporan """"Anti Kritik, dan gak mau ribet"""". saya berharap uang saya bisa di ambil. walaupun jumlahnya kecil. tapi saya susah nyari duitnya. apalagi saat ini saya benar-benar butuh uangnya. saya akan rubah ulasan saya jika masalah saya sudah selesai. ðŸ™ðŸ»"",0,Negative"
23,Setelah di update kenapa jadi sudah login...setiap klik login selalu ngeblank putih,0,Negative
26,Ada apa hoy apl BL ...??? Jaringan bagus stabil tp g bisa login muter muter mulu di beranda.,0,Negative
27,Dapet email dari buka lapak akun di non aktifkan,0,Negative
28,Aplikasi nya nyusahin pembeli. Niat mau beli malah muter-muter ga jelas. RIBET APLIKASINYA sama fitur Bukabantuan juga nggak guna nggak membantu,0,Negative
29,Dari dulu gw pake ni aplikasi belanja selalu di sini tapi makin kesini makin ga asik,0,Negative
30,App parahhhhhhhhhhh No hp udah hangus,0,Negative
31,Sangat kecewa mau belanja pakai Bukalapak paylater ga pernah bisa2 selallu dibatalkan terus,0,Negative
32,Refund yg promote push g bisa di cairkan / minimal pindah e wallet.. padahal saya cm ikut serbu serunya aja,0,Negative
33,Aplikasi pecundang jika sudah ketahuan ada kecurangan dia buat kita susah komplain melalui fitur live chat,0,Negative
36,Barangnya 10rb.. ongkir nya 32rb...buseeetttt.. padahal jawa....... aplikasi e-commerce paling pelit sedunia.. gratis ongkir sering gak ada,0,Negative
37,Utk pembelian produk digital susah mengajukan komplen,0,Negative
38,Tiba tiba akun di nonaktifkan tanpa persetujuan ,0,Negative
40,ini BL makin lama kok makin gak jelas kesini nya .harus foto ktp lah yg selfi mehang ktp lah.masih mending kalo acc.di acc juga gak.suruh nunggu 72 jam kokgak ada kabar.kayak mau pinjam uang online aja harus jelas.tulisan ktp segitu jelas nya bilang gak jelas.auto uninstall lagi.ngapain apk begini di pertahankan di hp.menuh menuhin kapasitas ram hp aja.ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž,0,Negative
41,Harus jeli kalo belanja di app ini,1,Positive
42,Cukup sekali mengalami kerugian di e-commerce ini ,0,Negative
43,Paylater tidak bisa digunakan payah padahal tidak ada pembayaran maka itu saya akan hapus buka lapak pengiriman juga mahal,0,Negative
44,Pengirimannya sangat amat buruk. Dah seminggu barang belum sampai dan gak ada kabar sama sekali padahal tinggal di jawa,0,Negative
45,.min minta tolong aplikasi yang tadinya lancar lancar lancar lancar,0,Negative
46,Kalau buka reksa belum daftar kenapa bisa beli bikin ribet aja harus daftar dulu Kalau belum daftar gak bisa ya gak bisa ðŸ˜žðŸ˜ž,0,Negative
47,Gimana nih saya udah order barang,1,Positive
48,udah berualang kali stiap bayar pake link aja saldo udah kepotonggg padahal sukses tapi ,0,Negative
50,Aplikasi abal2 banyak seller penipunya. Susah komplin,0,Negative
51,Mohon dikonfirmasi keluhan saya g bisa komplain bukalapak saya membeli pulsa dengan nomer transaksi BL2318RTVULKINV status sukses tapi pulsa blm masuk sampai sekarang,0,Negative
52,Semakin buruk...setiap pembelian pakai dana.harus konfirmasi kode otp.pdahal kode sudah benar.keterangan selalu saja kode otp telah habis....gimana mau rating bagus...pelayan aj malah semakin buruk,0,Negative
53,Proses genangannya lambat bila ada masalah pengiriman dan lainÂ²...berbelitÂ² tidak ada kejelasan.,0,Negative
54,Mau merubah no TLP susahhhh nya minta ampun.... di suruh log in,0,Negative
57,Sangat sulit ganti no hp saja ..sudah saya jelaskan hp saya hilang ..masih saha di persulit sudah foto ktp segala macem..ribet lama2 buka lapak,0,Negative
58,Aplikasi sampah mau nambahin nomor sama alamat aja ribet ga bisa2,0,Negative
59,Susahnya menghubungi bukalapak terkait fitur apk bukalapak,0,Negative
60,Mau ganti foto profil kok gak bisa bisa? Cuma dikompres jadi ukuran terkecil pun nggk bisa. Harus dibawah 2 MB terus,0,Negative
61,Aplikasi yg sangat ribet. Tiap mau edit produk,0,Negative
62,makin aneh sama buka lapak padahal dulu enak banget di pake bisnis pulsa... sekarang aneh.. contoh pulsa 5ribu harga 5999 biyaya penanganan 1000 jdi 6999 padahal kita pembayaran kes. ngerasa modal dari kita untung nya ke buka lapak. aneh. gak ada ke untungnya kalau jual beli pulsa..,0,Negative
65,Udah hampir setahun paylater saya di bekukan.. Apakah tidak bisa di aktifkan kembali.. Kalo bisa lgsg bintang 5 .. Tp kalo tetep ya bintang 1..,0,Negative
66,Paylater layanan 20.000 ? Voucher gratis ongkir gk ada. Mo belanja buat di jual lagi gk dpt untung... layanannya jauh sama shopi.,0,Negative
69,Hadehh dari segi basic aja yg paling faatal ,1,Positive
71,aplikasi gak jelas. pesanan sudah bayar dan status sudah di kirim tapi paket nggak sampe. dan di persulit untuk live chat,0,Negative
72,Hilangkan saja pengiriman j&t.. Kurir sesuka hati kirim barangnya. Expedisi lemot di pakai.. jadi malas pakai app ini,0,Negative
75,makin ribetttttt bangettt tutup aja mendingan nyari resi & tracking gak ketemu ketemu,0,Negative
78,Setelah di update malah tidak bisa pasang iklan barang baru. Kolom kategori tidak bisa di isi,0,Negative
79,dapat pemberitahuan mulu tentang bisa bukacicilan kredivo,0,Negative
80,Sekarang ada biaya layanan gpp deh,0,Negative
81,Kesel banget dan ngga jelas nih aplikasi,0,Negative
82,Saya sudah transfer melalui bca virtual account,1,Positive
83,Ni bukalapak kenapa ko eror terus apl nya gak bisa di buka dan gagal masuk keu segala menu ,0,Negative
84,uda pilih sistem cod pesanannya malah kadaluarsa yaa gua haruss bayarrr dmna coo barang aja baru di pesen blom nyampe kecuali gua pilih sistem pembayaran di gerai gerai terdekat baru ada estimasi waktunya ini cod masa kadaluarsa uda komplan ke live chatt malah ngestuck disitu situ aja tolong benerinn sistem pembayarannya ancurr,0,Negative
85,Log in dgn email slalu kode Verifikasi akan dikirimkan ke nomor telp yg sdh hilang/tdk aktif,0,Negative
87,Lama2 ngeselin nih bukalapak... Masa beli produk digital gk di kasih tau biaya layanan.nya...tau2 kepotong banyak karena biaya layanan yg gak jelas itu... itu namanya penipuan ...baru kali ini nemu e-commerce yg kere..,0,Negative
88,Aplikasi ini tukang tipu...mengambil uang konsumen... saya transaksi kirim uang di aplikasi berhasil tapi uang tidak masuk sudah 3x24 jam gak ada kemajuan nya alesan nya di chat sedang di tinjau dan di cek.. masa seperti ini kinerja bukalapak sedangkan uang nya tidak sedikit..,0,Negative
89,Bintang saya kurangin 1 karna setiap minggu terusÂ²an update aplikasi yg tujuannya gak jelas.. saya kecewa karna membuat saya sbg pengguna bukalapak jd terganggu dgn ada nya update tiap minggu ini.. kalau saja sebulan 1 atau 2x tidak masalah buat saya tp ini setiap minggu ada aja update nya..,0,Negative
90,Bukelepek makin kayak sampah.. mau tutup akun saja tidak bisa .bertele2. Beda dengan tokopedia dan shope ... hapus akun ada tombol hapus akun klik hapus akun langsung sukses... ini BUKULEPEK seakan akan tidak di perbolehkan hapus akun..,0,Negative
"91,""Beli produk digital setatusnya sudah dikirim tp didalam inbox game gidak ada pesan apa"""" chat kep pelapak gk direspon chat ke bukalapak juga gak ada respon fitur buka bantuan juga cuma buat pajangan kali gak ada gunanya. Mau dibatalkan pesanannya gak ada menu pembatalan/ tombolnya lapor ke cs buka lapan langsung juga bak direspon.."",0,Negative"
93,Payleter di blokir sepihak.. Tanpa alasan jelas.. Mending shopee aja gak ribet.. Semua mahal aja.. Enak belanja di shopeeee daripada buka lapak.. Payleter shopee lebih mudah di gunakan.. Paylater bukalapakk beli pulsa langsung di bekukan,0,Negative
"94,""Nyesel gw belanja pake apk bukalapak. Penjual ga jelas . Di chat ga jawab"""". Pesanan ga di proses. Di cancel prosesnya lama sampe seminggu. Buang"""" Waktu"",0,Negative"
95,Ko GK bisa login. Password salah terus. Padahal udah verifikasi password baru.. udah 4 kali. Ganti. Pas login salah lagi salah lagi,0,Negative
97,Saya dapat email kalo akun non aktif bakal dikenanin biaya. Ini maksudnya apaan?? ga ada keterangan lebih lanjut atau konfirmasi dulu.. mau bangkrut gini amat,0,Negative
98,Barang saya hilang di pihak expedisi,0,Negative
101,Aneh buka lapak ini Akun saya lama gak saya gunakan transaksi Krn gak bisa gunakan paylater nya Padahal saya bayar gak pernah bermasalah. Malam ini coba beli pulsa 5 rebu masuk. Saat mau saya bayar paylater Krn gak pengen terhutang kok malah disuruh bayar layanan 20 rebu lebih. Aneh paylater saja baru digunakan. Belum 1 jam lsg mau bayar kok disuruh bayar layanan Makin rusak ke sananya di buka lapak. Mending guna punya tetangga sebelah. Aman dan gak bermasalah,0,Negative
102,Susah bangat hub cs nya. Mesti pakai live chat antrian lama panjang (butuh waktu dan kesabaran panjang untuk terhubung). Giliran terhubung jawaban dari cs singkat dan chat terakhiri otomatis sehingga tidak menyelesaikan masalah. Kita mesti ulangi lagi dari awal dan bolak balik seperti itu,0,Negative
103,Untuk menggunakan nomer hp lama sangat sulit syaratnya & loginnya jadi terlalu sulit,0,Negative
104,Menonaktifkan akun secara sepihak tanpa warning atau pemberitahuan. Sudah lama tidak ada transaksi jual beli,0,Negative
105,Aplikasi yang sangat bodoh dan ribet,0,Negative
106,Halo. Saya dulu pernah ada akun bukalapak tp udah lama gak saya pake,0,Negative
107,Aplikasi membagongkan.. Udah bayar paylater dari tgl 25 september 2023 kemarin.. Tapi belum terverifikasi sampai saat ini.m Saya jadi di tlponin trs sama pihak kredivo.. Bantuan dari aplikasi malah nyuruh nungu 3x24jam.. Parah.. bunga yg berjalan itu bagaimana jadi nya..,0,Negative
108,Udah 3bln pake aplikasi ini utk jasa pengiriman paket,1,Positive
110,Saya bingung. Udah beberapa bulan menunggu masih tidak bisa jualan di bukalapak. Padahal semua prosedur sudah lengkap. Ketika upload barang jawabnya maaf hanya seller kurasi bukalapak yang bisa berjualan di sini. Teu ngarti urang mah da.,0,Negative
112,Aplikasi paling lelet dalam penanganan pengaduan. Mau ganti nomor aja ribet nya minta ampun. Hp ngunci bentar live chat Langsung terputus harus mulai lagi dari awal gitu aja terus masalah gak selesai selesai.,0,Negative
113,Banyak lapak penipu beli barang tp g d kirim dan pelapak di chat tidak ada balasan. Fitur live chat tidak ada n bukabantuan g jelas sekali. Uang saya akhirnya hilang karena untuk komplain tidak bisa. Mending aplikasi shopee ato tokopedia live chat jelas. Aplikasi bukalapak tidak mementingkan kostumer sama sekali. Karena tidak melindungi kostumer tp malah melindungi pelapak penipu.,0,Negative
114,ngampasss limit paylatter gk bisa di pake buat beli apa pun,0,Negative
115,Tolong ya untuk dalam pembuatan foto profil kenapa susah sekali harus di bawah 2 mb padahal foto profil yang saya siapkan sudah di bawah 2 mb tapi pas di pasang masih tidak bisa juga apa maksdunya ini?,0,Negative
119,Makin kesini makin parah Bukalapak ini,0,Negative
121,Akun saya tibaÂ² dak aktif. Buat akun baru menambahkan nomor hp dak bisa karena sama dengan akun lama. Kalau akun yg lama dak aktif kenapa masih bisa deteksi nomor. Kan nomor hp saya cuma itu,0,Negative
122,Pelit sekali bebas ongkir nya cuma 10K potongan bebas ongkir nya...para platform tetangga sebelah seluruh nya bebas ongkir,1,Positive
123,Sangat kecewa sekali dengan pelayanan Bukalapak sekarang,0,Negative
124,Jagan beli pulsa di bualapak..karena bukan topup..cuma di transfer pulsa saja..tidak menambah masa aktif..nakal..masih nulis di percakapan komplain malah di keluarkan..alasannya masih masih di proses...alasan gak masuk akal..padahal masih di tunggu...dasar pedagang nakal...,0,Negative
126,Mau transaksi pake AKULAKU gangguan sistem terus,0,Negative
128,Biaya layanan naik 13 november jadi 4.5% kategori sepeda... keputusan blunder disaat sepi penjualan di semua marketplace apalagi bukalapak..malah naikin biaya layanan lebih dari 100% dan dibilang msh kompetitif..semoga makin nyungsep bukalapak..,0,Negative
130,Bukadompet di bekukan. Sudah di tunggu 48 jam katanya aktif kembali. Sampai sekarang belum bisa di gunakan. Buka bantuan juga sama sekali tidak membantu. Tolong respon cepatnya,0,Negative
132,Sudah berkalikali tidak ada notifikasi transaksi masuk.. Jadi ke cancel transaksi nya... Dan tidak ada notifikasi chat masuk padahal akun nya login terus di hp... Ini sangat merugikan,0,Negative
"133,""Saya baru-baru ini ikut program """"SERBU"""" katanya uang bisa di refund,yang anehnya nomor rekening yg terdaftar bukan atas nama saya masih tetap di transfer,harusnya pihak bukalapak mengkonfirmasi terlebih dahulu ke pelanggan apakah nomor rekening nya sesuai dengan nama pengguna untuk mengurangi resiko kerugian pelanggan,,saya benar-benar menyesal ikut program itu uang saya tidak bisa kembali lagi."",0,Negative"
134,Seharusnya pengembalian dana dari pengembalian barang ongkir di tanggung penjual.... Karena penjual yang salah kirim.... Biar tidak jadi kebiasaan penjual asal kirim.... Ya mereka gak nanggung ongkir jadi bebas mau kirim apa.... Mereka bisa untung kalo kirim barang jelek juga karena pembeli kadang lagi gak ada duit lagi buat ongkir pengembalian barang.sudah sering saya mengalami kayak begini.. Mohon tanggapi keluha saya,1,Positive
135,Ya ampun mau mengajukan pembatalan transaksi aja nggak bisa malah disuruh hubungi cs bantuan terus kemudian udha dihubungi masih aja nggak ada kelanjutannya.akun baru padahal udah kayak gini aplikasinya uang udah dibayar juga.penjual udah konfirmasi pembayaran dibatalkan karena barang memang kosong ribet amat mau cancel barang.Aplikasinya masih banyak error dan bug benar-benar aneh.sudahlah terakhir kalinya makai aplikasi ini sangat jauh dari yang diharapkan.,0,Negative
136,Orang mau belanja di tambah lgi biaya layanan. Udh gitu biaya ongkir nya besar lgi hadeehh.makin malas lgi belanja di lapak ini.mending di aplikasi oren.gak ribet gak ada tambahan biaya layanan.dan ongkir cukup murah,0,Negative
137,Sulit buat melakukan pembayaran via Dana. Padahal Udah dikirim sms kode otp dari pihak app dana . Tapi gak bisa dimasukan kodenya .. payah padahal detikannya masih jalan . katanya waktu kode otp anda telah habis. Lahhh anjjjj BgSaddd,0,Negative
138,Jangan pake bukalapak banyak teransaksi yang tidak di konfirmasi uang terkirim tapi tidak masuk di aplikasi dana,0,Negative
139,Biaya layanan pertanggal 13 nov 2023 menjadi 6% lebih mahal dari market lain..pengunjung sepi..transaksi minim...tapi lebih mahal...layanan CS kurang memuaskan hanya copy paste untuk balas setiap keluhan... Jadi makin parah Bukalapak... Sungguh sangat kecewa..ðŸ˜¤ðŸ˜¤ðŸ˜¤,0,Negative
140,Kenapa ribet sekali ingin mengganti alamat surel yang tidak aktif harus ke buka bantuan? Disuruh foto KTP lah,0,Negative
141,Aplikasi susah untuk komplen maslah barang hilang. Pantas kurang laku. Saya pesan order dari tgl 13 oktober 2023.sampai saat ini tgl 20 oktober 2023 belum sampai. Saya info ke lapak. Sedang di selidiki oleh pihak jne.. Tapi saaat ini barang ga sampai.. Harusnya pihak aplikasi memberi tgl batas waktu. Sudah ajukan klaim dan di tolak. Alasannya belum ada konfirmasi dari pihak jne...,0,Negative
144,Gk bisa bantu dana terkuras sendiri ,1,Positive
146,Laporan barang sudah diterima dan waktunya pun pada jam 23.44,1,Positive
148,Disisi lain kita dituntut mencintai produk dalam negri sedangkan produk dalam negri sendiri gak mau rugi. Gmn mau bersaing dengan yg lain dari dulu masih gitu2 aja seperti jalan ditempat tidak ada kemajuan. Sedangkan yg sebelah saja sibuk promo yg ini macam pasrah.,1,Positive
149,Habis diupdate versi baru tidak bisa upload produk di bagian kategori ya tidak ada pilihan admin,0,Negative
"150,""Untuk mengakses live chat sangat susah. Sudah 1mnggu saya mengajukan untuk ganti email karena salah nulis email tapi untuk masuk ke live chat sangat susah. Giliran udah bisa masuk live chat tiba"""" terhenti keluar lg"",0,Negative"
152,Tidak bisa klik terima barang dan tidak bisa melepaskan uang ke penjual. Iive chat juga tidak bisa,0,Negative
153,Emang gak masuk akal ni harga BL. Saya lihat sendal carvil di official store kode boston 319 rbu,0,Negative
154,Taik...!!!! Mau belanja susah amat mana harga barang gak ngotak,0,Negative
155,Sayangnya saldo saya hilang hanya karna pergantian nomor,0,Negative
157,Bukapalak KEJAM buka dompet saya tibaÂ² dibekukan & akun saya dinonaktifkan padahal baru selesai transaksi penjualan dan saldo ada disitu,0,Negative
158,Di perbaruin malah gak bisa masuk. Harus login dulu. Di login pake nomer lama. Gak bisa.,0,Negative
160,Kecewa dg bukalapak yg skarg. Bukti transaksi penerimaan Negara tidak muncul,0,Negative
161,Biaya layanan utk produk digital sangat tdk masuk akal. Mana lagi mau komplain juga susah nya minta ampun,0,Negative
162,barang virtual biaya layanan mahal amat perasaan kemaren ga ada biaya layanan paraahhhhh udah bertahun tahun pake nih app tp sekarang jd males yg lain grtis ongkir aja ga pake minimum pembelian tp disini mau dapet potongang ongkir 10rb aja mesti belanja 100rb++. ðŸ¤£ðŸ¤£ðŸ¤£,0,Negative
163,Buat pengiriman Buka expres jngn make si cepat dong saya kecewa mlu klo di kirim make si cepat seharus nya 2 hari sampe jadi 4 hari sampe haduh barang saya jadi mendem di gudang........,0,Negative
165,Udah lama pindah toko sebelah sekarang mau coba pakai Bukalapak lagi. Duh kaget ternyata Bukalapak semakin buruk menu nya terlalu ribet dan untuk proses komplain juga susah. Malas kalau gini,0,Negative
166,Saya bayar tagihan indihome di bukalapak. Tapi tidak terbayarkan ke indihome nya... sampai saat ini Susah mengajukan komplen.. harus kemana mengadu.. live chat hanya variasi saja tidak ada gunanya.. gak pernah dibalas,0,Negative
167,Tolong untuk pihak bukalapak. Saya sudah melunasi tagihan bukalapak paylater,1,Positive
169,Dulu nih aplikasi bisa bersaing dengan aplikasi belanja online lainnya ehh malah sekarang pelit voucher gratis ongkir padahal dulu selalu ada voucher gratis ongkir 10 ribu,0,Negative
170,Akun bukaDompet saya tiba-tiba dibekukan min,0,Negative
172,Susah bet dah Cok.... Daftar akun doang lelet nya Minta ampun dan Imel dan no hp dah bener tapi tetep GK bisa login atau daftar akun nya tolong perbaiki alpikasi nya.... gua kasi bintang dua,0,Negative
173,Gue suka sich sama apps Bukalapak tampilannya oke.. udah gitu beli pulsa.. mau pun isi ulang PLN sangat murah.. Cuman yang gue nggak suka kalau mau belanja online ongkirnya mahal nya minta ampun udah gitu nggak ada potongan ongkir sama sekali.. nggak kaya Shopee... ongkir murah ada gratis ongkir pula.,1,Positive
174,Gak jelas tiba2 pembelian dibatalkan sistem gegara akun Gmail ada di 2 handphone,0,Negative
"175,""Verifikasi ktp gak bisa"""", NIK gak valid padahal NIK valid di nasional, apl lain aja bisa cma ini doang yg gak bisa"""" sampe berkali"""" coba, gak jadi pake laah unistal aja cape.. makasih Lain kali ngedata NIKnya pake data RI jgn data prindapan biar bisa"",0,Negative"
176,Bukalapak sangat lah sulit untuk melihat detail pengiriman,0,Negative
177,Sekarang saya hanya 2% transaksi di BL. Banyak barang kosong. Tidak ada voucer. Rata-rata promosi nya abal2. Mulai playmimi lah. Serbu lah. CS susah. Lama kelamaan bisa GODBYE nih,0,Negative
179,Masih banyak bug. Tidak bisa cari barang favorit via ketik nama barang,0,Negative
181,Setelah update malah jadi suka error padahal sebelumnya cepat dan tidak suka error..barusan turun lagi bintangnya dari 3 jadi 2.. karna sudah beberapa hari notif tagihan tidak bisa hilang padahal semua pembayaran sudah selesai dan tidak ada tagihan.. jgn2 besok2 jadi bintang 1 karna tidak bisa dibuka.. Tgl 11 juni dari pagi sampai malam tdk bisa cek detail pesanan pdhl sudah terbayar.,0,Negative
183,Dulu klo blanja pasti di bukalapak,1,Positive
184,Sudah 3 kali pesan saldo paylater terpotong tapi muncul tagihan kadaluwarsa,0,Negative
185,Aplikasi kok jd gini ya .... abis ganti password malah nggak bisa login ....muncul notif anda tidak memiliki izin mengakses halaman ini ketika request OTP baik email,0,Negative
186,bukalapak server nya lemot entah aplikasi nya berat,0,Negative
188,Sebenernya buka lapak bagus tp...... Biaya penanganan nya GEDE BANGET GAK TAU KALO DI ITUNG BERAPA PERSEN itu ðŸ˜­ðŸ˜­ðŸ˜­,0,Negative
190,Fungsional Cepat Nyaman ga pakai ribet tapi sayang ..Metode pembayaran PayLaternya Rendah banget,0,Negative
191,Knp dikeranjang cuma mksimal 100brng tolong ditambahin.Udh capek2 ngumpulin barang dikeranjang.giliran klik bayar malah hilang semua.kosong semua.,0,Negative
192,Saya pelanggan setia loh di Bukalapak... Sudah beberapa hari pembayaran dgn menggunakan akulaku selalu terjadi gangguan keterangannya. Sedangkan dgn menggunakan aplikasi akulaku nya sendiri tdk bermasalah. Ada apa ini dgn Bukalapak?,0,Negative
193,Tolong kembalikan lagi fitur BUKA MALL nya agar lebih mudah mencari barang berdasarkan Brandnya,0,Negative
196,Sudah jarang pakai bukalapak untuk belanja karena banyaknya broadcast yang menggagu,0,Negative
197,Tidak bisa memilih jasa pengiriman. Meski di deskripsi ada banyak pilihan jasa pengiriman,0,Negative
198,Setiap hari ada notif aktifkan paylater,1,Positive
199,Oke sih.. cm kurang promo.. kya gratis ongkir.. atau cashback.. ga kaya dulu.. sementara marketplace sebelah yg ijo banyak banget promonya.. sering dpt potongan ongkir atau cashback.. kan lumayan jd auto pindah ke yg ijo.. kecuali kecuali klo barang yg dicari ga ad,1,Positive
200,Bukalapak paylater kena biaya bulanan Rp20.000,0,Negative
201,pemberian kode otp lewat pesan masih bug,0,Negative
203,Kenapa tidak disamakan dengan si Oren,0,Negative
204,3 april 2023 sy beli paket data di BUKALAPAK Rp29.450 dg byr pake va.mandiri & transaksi gagal oleh sistem. Tp duit pembyran auto masuk di akun DANA??! Trus mau ditarik duitnya,0,Negative
205,Ampun Min ni expedisi buka exspres lama nya bukan main saya pesan 3 item dari shopie kemarin sudah datang,0,Negative
207,Aplikasi yang sangat membantu buat belanja online,1,Positive
208,Bintang 4 dulu saja ya dan Masukan saja supaya Lebih selektif dan tegas lagi buat para lapaknya karena kadang mereka tidak meng update stock barang di lapak pelapaknya,0,Negative
211,Saya sudah terverifikasi di Bukalapak Regular,1,Positive
212,Bukalapak sangat tidak adil bukalapak sangat mengecewakan harus nya bukalapak lebih selektif meizinkan toko untuk berjual diBukalapak,0,Negative
214,Hallo bukalapak. Naikin limit dong.. bagaimana caranya. Saya sudah lama pake Plter tp limit segitu gitu aja tidak ada peningkatan dan ga tau bagaimana caranya.. tolong perbaiki dong agar bisa naik limitnya..,0,Negative
215,Lumayan membantu buat yg butuh modal di awal tp limit nya kurang gede hhehe ,0,Negative
216,Setiap problem transaksi saya semua beres,1,Positive
217,Beli rilisan fisik lebih menguntungkan ketimbang musik digital dan bisa dipakai seumur hidup,1,Positive
218,Apk yang sangat bagus dan mudah di pahami serta pelayanan yang baik. Terimakasih banyak Bukalapak......... Sukses selalu,1,Positive
221,Aplikasi bagus.....bisa digunakan untuk transaksi beli pulsa dan token dll,1,Positive
223,Barang sesuai orderan dan barang cepat sampai .tks buka lapak dan tks pelapak yg jujur.,1,Positive
224,Mantap bro mempermudah dalam berbelanja dan mencari barang yg dibutuhkan,1,Positive
226,Aplikasi yg bagus dan lengkap belanja online maupun top up apa saja bisa dengan mudah,1,Positive
227,Sejauh ini semua toko yang saya pesan amanah,1,Positive
228,Dengan aplikasi ini Sangat mudah mencari seseuatu dan juga banyal voucher nya,1,Positive
229,Sy dg smngt terus mengikuti perkembangan Aplikasi Bukalapak yg ada meskipun sambil meminta bantuan anak bila ada masalah jg kpd admin Bukalapak & alhamdulillah sdh ada pembeli meskipun msh dibawah 10 konsumen & alhamdulillah barang sy msk nominasi flash deal bsk sore jam 16.00,1,Positive
230,Membantu mencari barang second tapi kualitas masih bagus/ original harga terjangkau.,1,Positive
231,Aplikasi bagus. Sekarang banyak barangvyangvstok habis tapi masih di pajang di etalass....,1,Positive
232,Paylater nya kok gak bisa di pakek padahal limit sudah aktiv. Tlong di perbaiki dong,0,Negative
236,Bagus...terpercaya.saya sering salah transfer dengan nominal yang tidak sedikit.Respon cepat,1,Positive
237,Alhamdulillah dengan ada nya bukalapak payleter bikin mudah belanja kalo bisa ditingkatkan lagi paylater nya,1,Positive
238,Salah satu Aplikasi e-commerce yang keren untuk semua kalangan. Dengan fitur2 yang oke,1,Positive
241,Sip.... Mantep.. barang lengkap apa aja gampang carinya.... ok..pengiriman cepat mudah di dapat..Mksh bukalapak sijjjjjpðŸ‘,1,Positive
242,Apl rusak pake apl ini cm buat beli rokok,0,Negative
245,Terima kasih Bukalapak karena memudahkan para pengguna nya untuo membeli product yang di inginkan,1,Positive
246,Bukalapak langganan belanja dari jaman duluu .. produk yg di jual bagus kwalitas nya. Apalagi skrg bisa belanja apa saja pake paylater,1,Positive
247,Memmbantu kami para montir dalam pekerjaan yg membutuhkan alat2 diera modern ini,1,Positive
248,Bukalapak pasar online pertama yang ku kenal dan rasanya tak mau yang lain lagi,1,Positive
