,text_data,sentiment,label
48,Tolong donk benerin masalah dijaringan nya,0,Negative
51,Banyak bug pedahal udah download semua tapi heronya masih bola. Terus gambar download nya yang di atas masih jam pasir dan estraknya nyetak di angka 3/25. Tolong perbaiki semua bug monton plissss. Kalo sudah di perbaiki akukasih 5 bintang.,0,Negative
53,Kenapa kok tiba tiba apk saya data nya hilang sendiri padahal semua datanya udah saya download. Terus pas saya cek kok udah saya download semua datanya tapi kok heronya masih bulat skin GK keliatan pokoknya seperti awal belum download data sama sekali. Ini bug atau gimana ya soalnya kalo bug mohon di perbaiki soalnya sangat mengganggu.,0,Negative
54,Banyak bug dan sering leg tiba2 di versi sekarang,0,Negative
56,Akhir-akhir ini ml kenapa sih? Jaringannya selalu nge lag. Sinyal saya lancarÂ² aja ketika buka game/aplikasi lain cuma di ml jaringannya jadi gak stabil,0,Negative
57,Untuk ulasan dari player mobile legend agar di dengar kan untuk pihak moonton,0,Negative
58,Gw kasih bintang 1 udah mendingan Lo,0,Negative
59,Apaan selesai update s30 malh keseringan bug,0,Negative
61,Admin yang baik hati dan rajin menabung saya hanya ingin bilang kalo banyak banget bug yang bikin kita perlu hapus dowload lagi game nya. 1. seperti ketika lagi main creator camp saya gak bisa masuk masuk ke dalam game nya malah ngestuck di loading screen pas keluar masuk lagi masih tetap loading screen udh di tunggu in 1 minggu masih gitu pas di coba hapus terus download lagi baru bisa,0,Negative
62,Banyak bangett kekurangan dari game ini yang pertama dari jaringannya padahal di tmpt saya kota pusatnya jaringan dan 4G kenapa bisa lag begitu. Yang kedua match nya yg tidak adil pada rekannya saya sering sekali mendapatkan playerÂ² baru yang tidak mengerti role dan saya juga pernah mendapatkan player yang rasis Mohon Untuk Moonton Untuk memperbaiki permasalahan ini,0,Negative
63,Maksud anda apa?kenapa tidak ada mode pause untuk download data,0,Negative
"64,""Game gajelas! Udh lag tb"""" pdhl sinyal bgus, niat main game buat ngehibur, malah dibuat badmood karena tim gajelas, dan musuh yg ga seimbang. Sering kalah karena sinyal tb"""" ilang, dan musuh yg udh mythic honor/glory, eh malah nyasar ke Warriorâ€“GM bkin ga nyaman aj, shibal. Udh muak sama game ginian, padahal desain game nya udh bagus. Desain & konsep elite, KENYAMANAN PENGGUNA SULIT. Percuma lo bkin update bnyk"""" klo kenyamanan para pengguna ga lo tingkatin juga."",0,Negative"
65,Kenapa mobile legend klo udh menit 10,0,Negative
66,Jika memakai provider yang nomor satu di Indonesia dengan kapasitas android ram 4 atau 6 gb dan internal 128 gb masih tidak nyaman dengan pembaharuan Game ini... Saya rasa semakin hari,0,Negative
67,Tolong kepada pihak developer untuk mempertimbangkan keseimbangan team pada saat solo rank,1,Positive
68,Untuk gamenya bagus dan saya sudah lama bermain game ini kekurangan nya MONTON nya sendiri saya sangat tidak menyukai ini saat ingin naik ke pangkat maytic kurang satu bintang lagi dan kenapa kalian memberikan tim yang tidak bisa main pada kami yang sudah pangkat legend bintang 5 dan kurang satu saat bermain malah ketemu Player yang tidak bisa main tolonglah di sesuaikan timnya apalagi saya sudah 4 kali tidak naik naik maytic dan musuh nya pangkat tinggi sedangkan kami baru mau naik maytic,0,Negative
70,Woi!kenapa masih ada bug setelah diupdate,0,Negative
71,Ini hp nya penyimpanan nya banyak Terus wifinya lancar,1,Positive
73,Kenapa mobile legends sekarang susah masuk,0,Negative
74,Assalamualaikum.Moonton tolong perbaiki bug yang ada di mobile legends. Yang ke 1.hanabi,1,Positive
75,Game nya bagus tapi masalah jaringan dan penyeimbangan tim tidak ada,0,Negative
77,Semenjak update next project ini sekarang malah patah patah padahal jaringan stabil 5ms. Tampilan UI berat padahal spek hp saya masih mumpuni (infinix note 30). Tolonglah update bukannya bagus malah jelek. Patah patah nya ganggu sepanjang match,0,Negative
"78,""Asal memulai pertandingan relod begitu masuk kedalam game relod lagi. Sejak update terbaru terjadi lag yang parah padahal sinyal lagi lancar""""nya. Padahal aku dari season 7 udah maen tapi sayang patch x ini makin ancur"",0,Negative"
"80,""Dapet tim bener susah sekarang. Pasti gk imbang. Tim nya pada gk bisa main, tapi musuhnya jago"""" semua. Bikin mental down. Sama sinyal juga sering merah. Pas war sinyal tiba"""" jadi merah, giliran udah mati malah lancar. Tolong sinyal diperbaiki lagi."",0,Negative"
81,Saya sebenernya sangat suka game ini tapi masalahnya sinyalnya yg sering patah patah dan lama kelamaan jadi ngk bisa gerak heronya abis itu keluar game sendiri setelah itu saya login kembali saya tercatat afk.tolong ya agar bisa di perbaiki kembali game ini,0,Negative
84,Game paling bagus sedunia.. Paling hancur sedunia.. Seru sih karna buat emosi. Randem sistem match nya kaya di ragunan ituðŸ‘Ž Menang 2 kali kalah 2 kali. Menang 3 kali kalah 3 kaliðŸ˜ðŸ‘Ž Menang 5 kali kalah nya juga 5 kali...ðŸ˜‚ GtuÂ² seterus nya.. emang paling mantap game mobilegend iniðŸ‘Ž Keren.. keren... Anda luar biasa!!!,0,Negative
85,saya sekarang mengeluhkan banyak nya match yang kurang kompetitif / se-imbang dengan tim lawan,0,Negative
86,Game nya bagus tapi makin lama makin banyak bug nya padahal jaringan bagus 4G,0,Negative
87,Wah di update ini lebih buruk dari update sebelumnya sih,0,Negative
90,Setelah update mobile legend versi terbaru,1,Positive
91,Game parah di update bukan nya makin enak maen malah frame mulu hapus aja lah game nya pensiun semua nya di kasi tim kagak ada yang bner . Wr gw ancur di. Season 30 ini . Bug mulu sinyal 4G tapi tetep gak stabil jaringan nya parah parah,0,Negative
"92,""Pihak developer tolong dong,,, ping sinyal ya di perbaiki.... Masa setiap match pingnya besar bangat,, Sampe"""" ngelag ya parah.. Lalu untuk sistem ya tlg di upgrade agar gak ada bot di setiap permainan... Tolong kasih tim yang seimbang"",0,Negative"
"93,""Data baru, plus wifi, main baru beberapa menit tiba"""" ping merah. Main pake Hero signature, timnya busuk. Banyak banget kekurangannya. Update jangan patch terus,, sistem juga di perbaiki"",0,Negative"
94,Kenapa mobile legend yang saat ini bug nya parah banget ,0,Negative
95,Setelah revamp mobile legend semakin aneh,0,Negative
96,Game nya suka bug dan lag Hp sy hanya memiliki 4 ram jadi mohon untuk devoloper (moonton)nya di perbaiki dan untuk pertandingan nya jangan kasih musuh yang susah sedangkan tim diri kita sendiri bot.Tolong ya untuk di perbaiki,0,Negative
98,Moonton patch sekarang ga enak banget,0,Negative
99,Moonton kebanyakan update terus hanya membebeni penyimpanan dan membuat game play menjadi semakin buruk,0,Negative
100,Saya tidak paham lagi dengan game ini,0,Negative
102,Eh moonton.. kalau update boleh aja. Tapi jangan gara gara update. Resourcenya juga harus di download lagi. Kalau ada data konten yang gk harus di hilangkan kenapa di hilangkan. Seperti suara atau tampilan dasar. Ini seperti download pertama kali. Data yang di butuhkan bukan sedikit 7-8 GB untuk total keseluruhan data game ini. Bagaimana player yang tidak menguntungkan wifi. Setidaknya bisa menghemat penggunaan data seluler. Ingat tidak selamanya game ini bisa abadi begitu juga uang yg didapatkn,0,Negative
"103,""Mohon maaf sebelumnya kepada admin,mlbb official, setelah update ini bug makin banyak, jaringan delay"""", saya baru ganti HP terus download semua datanya, pas begitu siap ada 1 hari, kok gambar di hero nya buletÂ²sama ada suruh download data ulang lagi, gajelas ini cape"""" Download datanya dari awal, ehh malah kena bug download data ulang lagi, anehhh ini ml makin lama, lebih suka di s27 kemaren, lancar jaya gada bug."",0,Negative"
104,Mohon maaf ya bapak montoon yg budiman,0,Negative
106,Game nya bagus memiliki skin dan Hero yg banyak dan beragam tetapi banyak sekali bug dan cheater dan saat main jam 1-4 pagi sering sekali terjadi server lag mungkin pihak moonton bisa memperbaiki sistem server mobile legend,0,Negative
108,banyak bug di season 30 iniii,0,Negative
110,Tolong ya moonton Kenapa sering banget kalau lagi ranked sinyal jumping terus,0,Negative
111,Teruntuk developer yang terhormat tolong ketika keluar pertandingan sebentar trus masuk lagi. Pas login nya jangan di persulit lah,1,Positive
"112,""Teruntuk untuk moonton di mohon perbaikan jaringannya yang tiba"""" nge jumping, dan juga perbaiki sistem matchmaking nya agar saat bermain game di temukan dengan musuh yg seimbang masa tim kek bot musuhnya jago, jangan update event mulu tpi sistem ga pernah di update klo gini trus nnti ni game bakal jadi game rating terburuk.. Moga di responðŸ™"",0,Negative"
"113,""Setiap main pas di loading main pas baru mulai harus nunggu bisa sampe 5 mnit lebih, terus ada suara """"nging"""" padahal hampir grafik semua hampir rata kiri, resource aja pilih 1. Dapet tim diranked bagus diawal 1 match dpt bagus giliran match ke2 smpe setrusnya dpet dark system, dapet tim ngetroll, yang match nya masih puluhan lah. Grafik hampir semua rata kiri kok masih bisa frame, freeze. Ini saya kasih bintang 1 semoga diperbaiki, yang di fix itu sistemnya malah byk event sama update."",0,Negative"
"115,""Agak kecewa sama mlbb tolong di catat yah """"GAK ADA PLAYER YG BARU MAININ GAME ITU BISA LANGSUNG JAGO YAH"""" jadi jangan se enaknya aja buat ngurangin skor kredit player hanya karna gak bisa main.....dengan catatan melakukan feed yg di sengaja !!! Tolong sistem kamu itu di benerin lagi biar para player yg baru main baru belajar bisa terus belajar dengan game yg sistemnya baik"",0,Negative"
116,Jaringan tidak stabil dan apknya semakin berat. Tolong ciptakan fitur untuk memilih jenis resource (yang lebih spesifik) yang ingin di download dan kembalikan fitur pause download resource. Mungkin saja jaringan lambat karena bermain sambil download resource. Dan dengan seperti itu mungkin apknya akan jadi jauh lebih ringan sehingga yang hp kentang bisa main dgn nyaman juga,0,Negative
117,Game nya sudah bagus tetapi ada beberapa masalah yang meresahkan yaitu dark sistem katanya udah di hapus kok masih ada tu yang namanya dark sistem kedua pembagian tin tidak masuk akal musuh/enemy itu rank nya tingkat atas sedangkan tim sendiri tingkat bawah sangat tidak adil,0,Negative
118,Parah banget LG main magic chess bisa hilang koneksi padahal jaringan bagus. Kayaknya dicurangin biar kita ga bisa menang. Seperti ada yg nge cheat soalnya kita ga bisa masuk akun padahal kita masih online. Kadang jg melawan mirror misalnya kita diadu sama player yg SDH tereliminasi. Padahal harusnya kita melawan mirror dari player yg masih main. Kita dicurangi biar ga bisa menang seperti barusan kita ga bisa masuk kepermainan kita yg sedang berlangsung. Padahal posisi lg unggul. Parah.ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,0,Negative
119,Di aplikasi nya sering nge lag apalagi pas lagi war,0,Negative
120,Game ini lama2 membosankan. Matchmaking yg tidak seimbang dan banyak bug yang terlalu sering di abaikan. Hanya memikirkan sebuah keuntungan dari event2 tpi tidak memperbaiki tingkat kenyamanan pemain. Gd bye montoon!!!,0,Negative
121,Tolong di perbaiki penyeimbang matchmaking nya,0,Negative
122,Ketika banning Hero tiba-tiba jaringan hilang,0,Negative
123,akhir-akhir ini saat bermain seringkali mengalami patah-patah dan ngeframe tanpa alasan yang jelas. ini terjadi bahkan ketika tidak sedang war/teamfight,0,Negative
124,Setelah update malah jadi jelek banget,0,Negative
125,Gak usah lah bagi bagi data yang didownload,0,Negative
128,TOLONG PERBAIKI MASALAH BUG DAN PING TINGGI,0,Negative
129,Untuk developer yang terhormat di mohon perbaiki untuk masalah drop sinyal dan masalah freeze yang ada saat di draft pick hero,0,Negative
130,Kebanyakan prioritas event daripada membuat kenyamanan para pemain game,0,Negative
132,Mobile legen semakin update semakin banyak leg banyak bug. Joistik tiba-tiba gk bisa di gerakan tanpa ada gangguan dari sinyal atau yg lain. Skil makin susah di tekan. Hiro sering jalan sendiri berlawanan dengan analog. Hiro sering cari target sendiri tanpa di arahin.,0,Negative
"133,""Coba jelaskan tanpa adanya melihat records dulu siapa yang salah dan siapa mainnya yang bener dan bagus untuk team jangan asal main potong kredit score. Gara""""di gank terus sama musuh. Sebenarnya ini permainan team bukan individual. Coba untuk moontoon lebih di perhatikan lagi untuk masalah ini. Kasian yang sering kenak buly di game cuma gara""""di gank musuh terus terus san. Saya kasih bintang segitu karna masih kurang efektif pelanggaran yang tidak perlu dan tidak pantas masih berlaku untk player"",0,Negative"
134,Masalah jaringan tidak nyaman. Sebelum-sebelumnya meski kuning tetap bisa bermain. Sekarang meski hijau,0,Negative
135,Untuk moonton setelah update sistem bulan ini,0,Negative
136,Makin lama terasa berat gamenya. Ditambah setiap update harus ulang unduh datanya. Padahal jaringan saya lancar hp saya juga devicenya bagus,0,Negative
139,Jaringan seluler dan wifi dirumah bagus. Main game tiba2 leg. Kadang keluar dari game. Pas mau masuk macet mentok di logo. Otomatis saya bermain afk. Apa sekarng bermain mobile lagend tidak bisa dimainkan di hp ram 6/128? Banyak bug,0,Negative
141,Gamenya sudah bagus . Cuman tolong dark sistem nya tolong di perbaiki. Saya selaku player solo saya juga ingin kemenangan. Jadi tolong dark sistemnya di perbaiki. Kalau perlu di hilangan. Game bukannya bukan senang ini cuman bisa bikin stres,0,Negative
"142,""Tolong diperbaiki soal rekan tim. Tidak masuk akal jika tiba"""" lose streak padahal awalnya selalu menang. Jika hanya karena mempertahankan medal, lebih baik rank itu sendiri dihapuskan atau sebaiknya dikelola dengan baik. Mengingat game ini banyak dimainkan. Tolong kenyamanan player diutamakan dari untung kalian sendiri. Dark system sangat mengecewakan."",0,Negative"
144,Mohon kerjasama tolong perbaikan masalah sinyal disaat war merah ijo terus tapi disaat mati langsung bajus,0,Negative
"145,""Saya kasih bintang satu,kenapa setiap mau main ada kendala ngelag terus padahal jaringan saya sangat bagus,semenjak apk nya d revamp kapasitas nya terlalu berat sehingga saya mau main ngelag parah dan tiba2 keluar sendir """"Tolong ubah lagi seperti dulu Semenjak d update temen2 saya pada gk main game ini lagi karena kapasitas nya yang terlalu berat,dan pas awal mau main suka tiba2 keluar sendiri,ngelag gk jelas padahal jaringan nya sangat bagus,, Saya akan pindah game saja"",0,Negative"
146,Maaf belum bisa full rating star. Soalnya. Makin ke sini gamenya semakin banyak makan ruang penyimpanan dulu 1.GB. Sekarang sudah 7,0,Negative
147,ini game kenapa si? habis update & pembaruan ke versi terbaru malah makin banyak bug nya,0,Negative
"150,""Untuk Moonton tolong perbaiki masalah jaringan karena banyak bug jaringan yang saya alami padahal saya sudah memakai WiFi yang bisa untuk bermain game"""" seperti ini, saya sudah mencoba melakukan double koneksi wifi & data tapi tetap saja masih terasa lag, dari memori internal saya masih luas 68gb tetapi game seperti terasa berat dibandingkan S29."",0,Negative"
"151,""Tolong moonton perbaiki masalah jaringan yg masih sering lag dan jumping padahal sinyal provider kuat.. Jgn cuma update visual dan hero"""" saja, tp masalah utama ada di jaringan yg sering jumping.."",0,Negative"
152,Dari bintang 5 langsung saya turunkan jadi bintang 1. Alasan? Yah masa setelah update malah lag,0,Negative
154,Setelah update kok makin gk jelas PING nya. Sering nge freeze,0,Negative
155,Game nya seru namun kalo sering update begini jadi susah karena sekarang aja hp ram 2 aja udah gak bisa support lagi sering,0,Negative
"157,""Banyak sekali bug sekarang. Kemaren full udah download semua. Tiba"""" Hero ga nampak, skin hilang ga nampak, padahal download an full semua kecuali bahasa. Di bagian menu pun gak ada tampilan hero nya. Tolong di perbaiki."",0,Negative"
158,Setelah di upgrade malah nambah ancur aja,0,Negative
159,Kurang menyenangkan untuk naik level sangat susah apalagi saat main rank musuhnya sangat susah tidak seimbang masa rank master lawan rank legend/mytich itu gak adil saya sebagai pemain sangat kecewa apalagi event nya kurang bagus kalau bisa ditambah hero/skin gratis dengan quest akan lebih menyenangkan. Agar pemain pemula sekali lagi lebih nyaman tolong di seimbangkan musuhnya masa master lawan legend,0,Negative
160,Game ini bagus tapi Banya keluhan yg moonton harus tau 1. Terjadi banyak bug yang meresahkan 2. Musuh tidak sesuai dengan tim 3. Terkadang jaringan yang stabil tiba tiba jadi buruk padahal sinyal nya baik 4. Saat pemilihan hero taerkadang banyak lag sehingga tidak bisa memilih hero 5. terkadang macet macet jadi susah gerak dan klo g cepet bisa di kill musuh 6.Setelah di update lag fan bug semakin parah 7.Saat main gambarnya diam g bisa gerak tau2 ny udh selesai dan jadi AFK padahal gd niat AFK,0,Negative
162,Tolong Devoloper kalau di mode Creator Camp,0,Negative
163,Aneh padahal penyimpanan masih banyak masa lag sedikit langsung relog,0,Negative
164,Unduh data hilang lagi unduh data hilang lagi begitu aja terus dikira download ngga lama apa. Makin kesini makin jelek sistem nya. Udah ngga layak di Mainin ini Game. Udah ngga ada feedback untuk para player,0,Negative
"165,""Sumpah ini game bikin emosi, sinyal bagus tapi di tengah game berjalam menghubungkan. Setelah lama berusaha login lagi waktu masuk ada kata """"pertandingan sudah berakhir atau tidak ada"""". Waktu di cek di riwayat pertandingan emang gak ada. Karena emang ini murni kesalahan gamenya"",0,Negative"
167,Dark System ? aku ga tau itu benar adanya atau tidak,0,Negative
168,Di season terbaru ini ntah kenapa performa game menurun drastis,0,Negative
170,Untuk MONTOON mohon banget yaa ini kita update malah main nya gak jelas gini 1. Tiba-tiba lag/padahal sebelumnya amanÂ² aja 2. Tiba-tiba keluar dari war/seakan di sengaja kan 3. Bug keseringan terjadi/sampai cape juga liat nya Mohon Maaf Sebelumnya,0,Negative
171,Makin lama makin parah lag mulu ketika team fight signal yg semula hijau langsung ngedrop jadi merah,0,Negative
"172,""Dalam early game sekarang mobile legens dapat di mainkan dengan lancar di hp ketang.... keren sih menurut saya... tapi masih ada bug yaitu """"dalam mode offline kita tidak dapat memasukinya"""" kita tidak dapat memasuki mode offline... padahal data yg di perlukan sudah di download... mohon di perbaiki"",0,Negative"
173,Menurut ku semua udah bagus dari segi Grafik dll cuma perlu perbaikan untuk sinyal nya terasa sekali perbedaannya saat menggunakan data dgn wifi,0,Negative
174,Kenapa saya kasih bintang 2? Karena terlalu njomplang match-nya,0,Negative
"175,""Game burik. Setelah diupdate sinyal tambah hilang. pakek paketan+wifi kenceng ttep lag. Tambah ga bisa di apa""""in. Skin dong elit, jaringan sulit.!"",0,Negative"
176,Jangan mainkan game ini guys. Penciptanya buruk. Kalau kalian sudah menang lebih dari 3 kali berturut-turut kemudian kalian coba main sendirian maka kalian pasti dipertemukan dengan musuh jago dan teman setim yang payah supaya kalian kalah berturut-turut. Dan itu berlaku di semua tipe game baik rank,0,Negative
177,Gamenya sudah bagus semua. tapi tolong lah untuk pihak moonton,1,Positive
"178,""Ini update s30 banyak banget bug nya. entah skill gambar telur, potret skin ga muncul, hero grafik low. Padahal di seting grafik nya tinggi. Setiap abis match download ulang fitur"""" padahal udah di download semua."",0,Negative"
179,Interface aja di bagusin di perbarui banyak animasi ga penting buat apa udah bener kek kemarin sederhana mudah dan cepat Sekarang lag parah saat di home screen saat pick Hero kacau dah season 30 padahal hp ku ram 8gb internal masih banyak 130gb tetep aja nge lag kek pake ram 2gb Bang muntun ga semua player punya device iPhone atau flagship ,0,Negative
"180,""Tolong perbaiki lagiii, masak sinyal buat apk lain enak. Waktu main MLBB malah jadi meraaah, keluar game gak berapa lama normal lagi sinyalnya. Jadi mikir"""" lagi buat main game iniii. Niatnya push rank malah down rank. Bikiin emosi aja setiap main kalo tiba"""" ngelag waktu in game."",0,Negative"
182,Terus terang setelah update push rank jadi defeat mulu,0,Negative
"183,""Semenjak update UI baru yang """"KATANYA"""" lebih baik dan lebih hemat penyimpanan malah jadi penyebab lag parah. Udah beberapa hari dan hampir seminggu main selalu lag, padahal jaringan WIFI baik baik aja, sampai beli kuota nih tapi masih aja lag parah pas di dalam gameplay. Soal penyimpanan emang bener lebih kecil dari sebelumnya tapi tetap aja kadang di tetap di paksa download data tampilan skin di in-game, yang bagi saya pribadi itu ga begitu penting. Perbaiki lagi lah moonton sistem jaringannya."",0,Negative"
184,Tolong dong klo update itu bagian jaringan dan lawan itu yang betul. Krna sering dapet lawan yang aneh. Levelnya cepet naik jauh lebih unggul. Dan jaringannya jangan red terus jadi gk seru mainnya. Terus jika masih bisa cheat sekarang jangan ada yg bisa ngecheat karena sangat tidak seru dan itu hal yg sangat curang.,0,Negative
186,Bisa ga muntun kalo lagi di in game tu kalau misalkan kita lagi keluar app gitu misal harus check out atau sambungin wifi atau apalah gitu,0,Negative
"188,""Dari bintang 5 saya turunkan jadi bintang 2 Alasannya: game ini setelah update terus terusan jdi bnyk kurangnya seperti jaringan jadi tidak stabil,dapat musuh tidak sesuai sama kemampuan tim sendiri (rekan tim seperti bot sedangkan musuhnya pada jago"""")"",0,Negative"
189,tolonglah ini game kan udah maju banget,1,Positive
