,text_data,sentiment,label
23,Aplikasi nya semangkin lama semangkin buruk.. Sebelumnya bisa top-up game melalui pembayaran Gopayleter.. Lah sekarang gak bisa sama sekali.. Pembaruan kok malah jadi buruk.. Sumpah aplikasi sangat buruk 100â„…,0,Negative
24,Saya biasa pakai gopay latter limit 500 rb perbulan..dan selalu saya pakai..di awal bulan berikutnya tagihan saya bayar lunas..selalu tepat waktu..ketika update versi..tau nya gopay latter cicilan muncul tanpa konfirmasi .ketika saya pakai belanja seperti biasa. Ditagihkan menjadi cicilan..dan ketika telat 1 hari ( 2 jam telat) dikenakan biaya denda lintah darat 50 rb .. Aplikator bangke. .ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž..akan saya stop seluruh kerabat pakai gopay..ðŸ‘ŽðŸ‘Ž,0,Negative
25,Tolong perbaiki aplikasi gojek saya. Sejak 17 okt,0,Negative
27,Udah aja la emosi sesaat nya. Intinya butuh perbaikan,0,Negative
29,Kecewa sama aplikasi nya masak saya pesen dr jam 20.20 baru kena di 20.40 gimana sihhh Terus udh kurang 1 menit lg nyampe malah di cancel baru pakai aplikasi goride tp di buat kecewa gak banget lah,0,Negative
30,Tidak akan pernah pesan gocar lagi. Karena driver tidak sopan dan tidak ramah. Apapun kondisi penumpangnya seharusnya bisa profesional.,0,Negative
32,Kenapa ya aplikasi ini suka ngebug tiba2 pas bgt lg denting2nya order makanan atau kendaraan,0,Negative
37,Driver tidak respon bukannya langsung diganti malah disuruh nunggu,0,Negative
38,Aplikasi gak jelas. tiba-tiba gabisa di pencet stuck gitu,0,Negative
39,Pengaduan tidak bisa diinput ke sistem. Saya akan melaporkan soal 1. Ongkos edit tujuan yg besarannya hampir 50% dari total.ongkos yang harus saya keluarkan. Sementara saya diantar sudab sesuai.dengan tujuan order. 2. Tujuan perjalanan tidak diketahui oleh sistem.,0,Negative
40,Aplikasi mementingkan dirinya sendiri. Pesen gocar dapat drivernya jauh,0,Negative
42,Setelah di order tibaÂ² ongkirnya naik,0,Negative
43,Sebelum nya bintang 5...sekarang promo makin ngaco....sudah otomatis perpanjang..malahan promo nya tidak bisa dipakai..maunya perpanjang otomatis terus....berhenti berlangganan saja promo...,0,Negative
44,Payah amat sejak pindah ke MAB gopaylater gw malah gabisa dipake sama sekali kesell bgt percuma gopaylater ada tapi gabisa dipake.. kecewa parah SM gojek skrg. Dari dulu ga pernah ada masalah skrg malah begini..,0,Negative
45,ongkir nya mahal banget awal nya kemaren saya mau mesen makanan,0,Negative
46,Kenapa susah sekali masuk ke aplikasi ini,0,Negative
47,Mau batalin gofood plus ga ada interfacenya,0,Negative
49,Nga tau kenapa akhir akhir ini tiap mau pesen go food selalu nge crash dan harus buka tutup app,0,Negative
50,Gojek payah mendung sedikit langsung error aplikasi gopaynya. Pas mau bayar pending lama,0,Negative
51,Aplikasi tetangga lancar..ini gojek susah bgt di buka ..koneksi 100mbps buka gofood error dan sering hang aplikasinya.dengan jawaban yang diberikan saya pastikan sudah terbaru aplikasinya..sudah 2 minggu ini memang aplikasi gojek bermasalah..perangkat saya gunakan samsung s22+,0,Negative
52,Biasa sering pake gopay or gopaylater ga pernah ada masalah tp udh 1 Minggu gak bisa di pakai Krn tulisan tdk ada jaringan pdhal jaringan lg ga ada masalah. Paket aplikasi lain bisa aja.,0,Negative
53,apa apan ini? saldo saya sudah terpotong untuk langganan youtube premium,0,Negative
54,Upgrade gopay later sekarang yang bukan findaya,0,Negative
56,Saya kira setelah di update bakalan bagus. Ternyata pencet bayar loading nya lama sekali . Dan ga kebuka kamera nya setelah matikan data baru kebuka kan ga masuk akal,0,Negative
58,Sekarang aplikasinya bener-bener ampas. Yang lain tuh pembaharuan aplikasi makin bagus,0,Negative
59,Gopay later makin gak jelas KNTL. bisa dipakai buat bayar tokped,0,Negative
"60,""Ini apk gimana sih, tiap melakukan pembayaran via gopay selalu aja dibilang """"tdk ada sinyal"""" Padahal jaringan bagus. Ngadu k CS, suruh uninstal trs instal lg. Tetep aja kyk gt. Harga aja mahal, apk murahan!!!"",0,Negative"
61,Aplikasi tidak berjalan dengan baik di HP saya (Samsung A54,0,Negative
62,Lo kira gue tinggal di pelosok perdesaan yg susah sinyal? Gue scroll ig dan wa lancar,1,Positive
63,Hilangin mode double order harus nya 6 kilo jarak bisa pakai mode hemat ongkir goceng ... tapi gak tegas ada penindakan kalau driver dapet jauh terus di cancel ganti driver dan jadi semakin lama nunggu makanan yg saya pesan..,0,Negative
64,Udh pake pengantaran normal masih aja dapat driver nya lama. Nunggu hampir 1 jam padahal jarak ga smpe 1 km. Biaya aplikasi aja tambah mahal pelayanan tambah molor. Beda sma aplikasi yg sebelah ga smpe 20 menit pesanan udh sampe.,0,Negative
65,Kecewa bgt.. gopaylater tibaÂ² hilang setelah ada permintaan upgrade,0,Negative
66,Saya melakukan pembelian atau top up,0,Negative
67,Jangan pernah menggunakan gopaylater. Ini lebih jahat dari pada rentenir. Kesalahan. Sistem menjadi telat bayar beberapa menit. Pemakaian 128ribu di denda 50ribu. Dan denda berjalan menjadi hampir 100ribu. Lebih parah sari kartu kredit. Jauh lebih baik OVO paylater banyak dan terhubung kemanapun,0,Negative
68,Kenapa saldo saya terpotong dan tidak di kembalikan ? Soalnya saya order gofood pesanan di batalkan restoran & saldo di potong pada akun saya ,0,Negative
71,Maf kenapa setelah diupdate versi terbaru ,0,Negative
"76,""Kenapa pengantaran gofood mode hemat lama sekali dapat drivernya, padahal jaraknya dekat.. Mana lagi laper"""" nya,, udah setengah jam blm dapat driver.. Blm lagi driver k lokasi n drama driver sinyal gakda lah,orderan double lah,ke pencet selesai lah.."",0,Negative"
77,Voucher enggak kepake dan hari selanjutnya hilang padahal exp 31 okt wkwkwk,0,Negative
79,masih bagus aplikasi fitur yang lama lebih cepat dan lebih gampang,0,Negative
80,Ini kenapa aplikasi lemot bngt. Jelas bukan krna jaringan,0,Negative
81,semenjak di upred.layanan paylater nya.ga nampil di menu pembelian pulsa dan paket data.tpi klu untuk BBJS SAMA PLN.ko nampil.sedanhkan yg sanht di prlukan di bagian plsa dan pket dta.percuma saldo limitnya di banyakin.tpi tidak bisa di gunakan sesuai kebutuhan.,0,Negative
82,Aplikasi gojek pelit bgt sm promo voucher,0,Negative
83,Masih belum berubah juga? Ini aplikasi yang tidak sesuai titik seperti keluhan driver Bali yang selalu tidak sesuai titik atau gojek yang malas update peta? Saya pengguna aplikasi gojek sejak lama dan sudah 4 tahun setengah lohh,0,Negative
86,Maaf banget tapi habis diupdate aplikasi nya jadi berat banget,0,Negative
87,Sangat kecewa sekali dengan apk gojek yg paylaternya. Padahal sangat membantu sekali walaupun jatuh tempo nya hanya sebulan. Setelah upgrade malah ga disetujui gojek paylaternya. Harusnya pengguna baru tuh yg ga disetujui,0,Negative
88,Ini kok gk bisa dah ngecek dan memesan perjalanan kota lain.... Padahal terkadang saya memesankan gocar utk orang tua saya dan saya juga sering bepergian sehingga saya selalu mengecek biaya perjalanan di kota lain...... Tanggapan dari aplikasi juga lama sekali. Kecewa lah,0,Negative
89,Gopaylater yg skrg ko aneh ya,0,Negative
"90,""Aplikasi sering error, loading lama, waktu digunakan ada info """" internet mati """" pdhal paketan masih full atau saat pakai wifi jaringan juga normal serta lancar dipakai aplikasi apapun, titik maps tidak sesuai"",0,Negative"
91,Ilangin mode hemat. Order makan nan lama banget sampe nya lelet banget makan nan jadi ga enak. Buat yg lain jangan mau pake mode hemat. Orderan nya nyampe lama. Udh ga enak.. bikin susah org . ilangin mode hemat. !,0,Negative
92,Sudah sering saya alami mitra mengambil biaya yang tidak semestinya,0,Negative
93,Sdh lebih 3x sy dirugikan krn komplain sy soal PROMO yg TDK DAPAT DIGUNAKAN tdk terselesaikan. Data sdh dilampirkan pd saat buat laporan tp selalu diminta lg di halaman chat,0,Negative
94,Setelah 6 tahun setia dengan layanan gojek terlebih gofood,1,Positive
95,Tolong diaktifkan kembali pengaturan (edit) menu layanan teratas dong. Entah kenapa fitur sepenting ini dihilangkan. User bisa lebih leluasa dalam memilih fitur/layanan mana yang paling sering digunakan dan bukan layanan rekomendasi dari gojek semata.,1,Positive
96,Stlah gopaylater upgrade ke Multifinance Anak Bangsa kirain lebih bagus fasilitas Gopaylaternya,0,Negative
97,Untuk sekarang pemesanan gosend nya jadi bikin bingung,0,Negative
"98,""Sebelum upgrade gopay later terbaru tidak pernah ada kendala tetapi Sejak migrasi ke gopay later terbaru malah muncul kendala padahal limit yang diberikan belum habis tapi sudah tidak bisa dipakai untuk pembayaran pemesanan karna setiap mau bayar malah muncul """"oops, ada sedikit gangguan"""" tapi giliran bayar pakai gopay lancar. Buat apa kasih limit gopay later kalau tidak bisa dipakai. Sudah bertanya ke cs gojek tapi tidak memberikan solusi yang tepat dan respon lambat."",0,Negative"
100,Ada masalah apa dg aplikasinya. Sejak kemarin loadingnya susah padahal sinyal sangat lancar. Lalu saya uninstall dulu untuk mencoba kembali tp malah tetap belum bisa masuk. Dana sy masih banyak diaplikasi,0,Negative
101,Dear gojek setelah update versi terbaru mengapa semakin parah ya posisi driver dr titik penjemputan apalagi ketika driver sedang mengantar penumpang sebelumnya butuh waktu 10 - 20 menit lagi untuk menjemput jarak juga tidak searah dengan titik penjemputan dari pengantaran sebelum nya...tolong dibenahi..kami sebagai customer juga butuh waktu dalam penjemputan... Terima Kasih...,0,Negative
102,Update terbaru Gojek sangat mengecewakan. Lemot. Saya instal grab sekarang karena aplikasi sering tidak merespons. Untuk Paylater ini,0,Negative
103,Beberapa hari ini susah banget dipake nya ini aplikasi,0,Negative
104,Kecewa banget sama aplikasi ini. Saya isi token 2x transaksi. Tapi nomor TOKEN yang keluar itu SAMA dg transaksi yang pertama. Udah jelas waktu transaksinya berbeda selisih 5 menit. Tapi jawabannya suruh tanya ke PLNðŸ˜¡ðŸ˜°ðŸ¤¬ GIMANA BISA?,0,Negative
105,Kenapa saat saya selalu tidak bisa bertransaksi mau transper saat mengetik pin..berulang ulang saya coba selalu ngetik pin terus padahal pin sudah benar.,0,Negative
106,Kecewa si udah lama pake paylatter aman aman aja gapernah telat juga ,0,Negative
107,aplikasi yang suka mengadu domba antara customer dengan driver.saya pesan gocar tgl 3 nov 2023 pkl 14.00 ,0,Negative
108,Tolong dong kenapa makin lama gojek apknya bermasalah gini. Saya sdh bayar gopaypinjam pakai gopay saya,0,Negative
109,Payah. Aplikasi selalu minta di update terus. Giliran udh update,0,Negative
111,Awas jangan aktifin gopay tabungan kalo gak mau top up saldo kalian hilang otomatis pindah ke GOPAY tabungan !!! Namanya gopay tabungan tapi ada unsur paksaan kok top up otomatis masuk ke GOPAY tabungan !!! Sering eror pula !!!! Antara aplikasi gojek dan jago !!!,0,Negative
112,makin kesini para driver ojol kok tingkah nya kaya preman ya jika ada ke salahan titik antar selalu menelfon dengan nada tinggi dan saya berusaha untuk menjelaskan dengan nada rendah tapi tetep aja driver tersebut menggunakan nada tinggi apa kah itu pantas ? belum lagi ojol yg jalan pelan di tengah2 jalan raya ,0,Negative
"113,""Entah kenapa skrng ketika buka aplikasinya """"server sedang sibuk"""" , """"sedang ada perbaikan"""",padahal sinyal bagus. mohon kejelasannya bagaimana apalagi yang buru-buru cari transportasi untuk kerja"",0,Negative"
114,Apaansi mesen makanan udah nunggu dua jam terus ujung ujungnya gk dapat driver malah ke cancel. Terus malah harus order ulang lagi,0,Negative
116,Saya isi e money 2 kali gak ada yang masuk 1 pun dan di status nya berhasil dan saya uda update saldo pun juga gak ada yang masuk saldonya... Dan berulang kali tlp cs gak ada tindak lanjutnya sampe pulsa habis banyak pun hasilnya nihil.. Sampe buat laporan juga gak kembali uang nya.. Perampasan itu namanya,0,Negative
117,Saya pengguna setia Go-Jek akan tetapi sayangnya saldo tiba-tiba berkurang tanpa sepengetahuan saya dan malah menyalahkan customer seperti ini. Makin yakin untuk berhenti menggunakan layanan yang ada,0,Negative
118,Sistem gojek semakin lama semakin jelek,0,Negative
120,Awalnya pas warga sering dikasi voucher,0,Negative
121,Gopay later apaÂ²an ini..denda terlambat sehari 50K,0,Negative
122,Aplikasi jelek buat pembayaran gak bisa. Sudah laporan terusÂ² di selesaikan tanpa hasil yg jelas. Gak serius nanggapi masalah.,0,Negative
123,Sudah 4 hari apkikasi gojek sy susah setiap pesan selallu ada kendala padahal internet bagus. Setiap pakai peleter. Selallu ganguan suruh coba lg. Tlp cs suruh di abdet tapi tetep sampai ganti hp tetep saja .padahal bayar paileter selallu tepat waktu .,0,Negative
124,Pembelian pulsa selular sudah tidak bisa pakai GO-PAY later padahal bayar gak pernah telat. Kalau sudah bisa saya naikan bintangnya,0,Negative
125,gue dlu udah ada limit gopaylater,0,Negative
126,Tolong cepat diperbaiki aplikasinya banyak yang ngerasa sering frezze setiap mo pesan loading doang susah order sekarang,0,Negative
127,Driver Gojek (car) sangat mengecewakan. order di pick namun pelanggan di cuekin dan ketika di call tidak di angkat. dilihat di map tidak jalan2 mobil nya,0,Negative
128,Saat keadaan darurat sulit sekali untuk bantuan nya,0,Negative
130,Aplikasinya akhir-akhir ini bermasalah.(1) loading lambat. (2) gopay paylater tidak bisa digunakan walaupun saldonya masih full. Padahal sebelumnya sangat bisa diandalkan. Sekarang susah,0,Negative
131,Layanan food tidak memberi info map driver di awal seperti sebelumnya,0,Negative
"132,""Kenapa tidak bisa melakukan pembayaran menggunakan gopay selalu saya ada tulisan """"tidak dapat melanjutkan pembayaran"""" Padahal saya hanya membayar tagihan codashop sebesar 1.5k saja , jika mengisi gopay dibawah 10k jiga gak bisa. Tolong segera diperbaiki saldo saya lumayan banyak soalnya."",0,Negative"
133,Kayaknya ngga perlu ada animasi deh,0,Negative
134,Kenapa gopay later ada limit tapi tidak bisa di gunakan ,0,Negative
"135,""Update selalu nomor 1 tp kenapa sering tidak menanggapi disaat diperlukan, jd males update karna ngga ada pengaruhnya klo memang alasannya jaringan, disini jaringan sy sllu stabil. Coba untuk diperbaiki kedepannya , seperti aplikasi sebelah tuhh (GRAB) Belom lg sii drivernya pada pilih"""" orderan. Perdana ini sy pake udah beberapa x ganti driver melulu.."",0,Negative"
136,Setiap ada perubahan bukannya makin bagus malah makin gak jelas,0,Negative
139,aku download gojek jujur cuma buat top up pake gopaynya,0,Negative
140,Go pay later limit tersedia tapi tidak bisa buat transaksi tokopedia ,0,Negative
141,Gopaylater dari mab nya suka error pas pilih mau bayar masukin pin selalu tidak ada koneksi internet terus,0,Negative
142,Developer jangan korupsi ya. Saya yakin sekelas gojek sudah menganggarkan dana yang besar untuk server dan pengembangan aplikasi. Saya ingin info disampaikan ke atasan. Aplikasi sering error ngestuck dan tiba2 force closed setelah satu transaksi dan akan beralih ke transaksi berikutnya. Tidak lucu kalau saya harus keluar dan terminate sesi aplikasi terlebih dahulu setiap mau transaksi lebih dari satu kali. Ini jelas pengembang perlu diaudit dengan tegas.,0,Negative
143,Beberapa minggu ke belakang aplikasinya sering 'tidak menanggapi',0,Negative
"145,""Tadi pesan GoFood tapi sudah hampir 1 jam belum jadi, padahal perkiraan hanya 25 menit, tempatnya hanya sekitar 2 Km dan gak pake mode hemat, ternyata ketika driver jalan, tulisannya driver drop pesanan serah, disini saya kecewa, saya lihat mapnya muter dan gak benar"""" searah, padahal saya disini bayar full, dan yang saya dapatkan malah makan yang sudah tidak terlalu hangat. Sungguh saya merasa dizalimi."",0,Negative"
146,Gopay later gabisa terpakai sampai 2 bulan..padahal dibayar lancar.... Cuma karna pas bayar tergabung sama coin.... Ada limit tp gak bisa dipakai... Custumer service nya gak ada yg online dan gak ada penyelesaian sama sekali,0,Negative
147,Driver yang dikasih selalu diberi yang jaraknya jauh-jauh,0,Negative
148,Pada go transit ada fitur pilih rute lalu akan memberikan rekomendasi rute sesuai kebutuhan tapi sekarang sudah tidak ada. Tolong diadakan kembali karena sangat membantu saya yang selalu pergi ke berbagai tempat.,1,Positive
149,Aplikasinya ngga membantu. Akun saya punya limit gopaylater 10 jt tapi sama sekali ga bisa digunakan. Padahal tagihan tidak ada sama sekali. Percuma masuk kategori anak sultan tapi pelayanan kayak gini. Kecewa betul sama aplikasi ini. Kalo emang ga bisa digunakan ngapain disetujui kenaikan limit sampai 10 jt? Aneh Setelah dibuat laporan dari email,0,Negative
"152,""ini masalah aplikasi nya kapan selesai nya min? saya mau pesen gojek ataupun gofood ga bisa, muncul pesan """"yah, ada sedikit masalah"""", baru juga langganan goplus besok nya udh beginiðŸ˜‘"",0,Negative"
153,Kenapa setelah di upgrade paylaternya jd tidak bisa dipakai,0,Negative
154,perpindahan antar menu jadi sering error. sering dapet driver yg double order,0,Negative
155,Sering nge bug. Saat pesan gofood nge bug dan ada tulisannya order ulang. Sebelumnya saya cek terlebih dahulu di riwayat dan ternyata memang tidak ada. Begitu saya pesan makanan ulang ternyata 2x order makanannya Tolong segera di perbaiki sitemnya,0,Negative
156,Aplikasi sering eror tidak bisa digunakan padahal sudah upgrade versi terbaru. Sudah komplain lewat aplikasi pun tidak memberikan solusi dan slow respon banget..,0,Negative
157,Kenapa ya limit paylater saya tidak bisa dipakai..? Padahal tgl 4 masih bisa tgl 5 sudah ga bisa.. dari dulu pakai gopay paylater selalu aman ga ada masalah.. baru pindah ke mab z nih ga kaya dulu lagi. Buat apa ada limit tapi ga bisa dipakai..?,0,Negative
158,Ga jelas banget untuk paylater nya ni main lama. Kan lagi dalam masa pemakaian,0,Negative
160,Malah lebih kacau .... Mau pakai paylater susah banget,0,Negative
161,Sebenarnya aplikasi ini yg paling lengkap fiturnya tapi saya kecewa berat karna sdh beberapa tahun menggunakan aplikasi ini dgn susah payah mengumpulkan point XP tapi ketika saya berada didaerah yg tdk masuk jangkauan gojek dalam waktu beberapa bulan,0,Negative
162,Gojek loading doang tapi tidak bisa digunakan. Udah diuninstal n download versi terbaru malah gabisa masuk karna loading mulu. Padahal jaringan bagus pake banget. Niat tidak sih? udah hampir sebulan loh ini error,0,Negative
163,Aplikasi yang sangat mengecewakan. Tidak pernah membalas setiap DM yg masuk via Twitter (X). Kirim email pun jawabannya juga mbulet-mbulet nggak jelas,0,Negative
"164,""minimal kalau mau perubahan yang lebih bagus napa , ini kagak ,perubahan semakin gak jelas !!!, yg biasa saya pakai juga ilang, buat pesen go food juga jaringan eror , padahal jaringan masih stabil dan kuat"""" aja, lain kali maximalin kalau mau uji coba perubahan bro. thanks."",0,Negative"
166,Klo buat aplikasi tolong errornya dikondisikan lah,0,Negative
167,Lebih parah lagi sekarang.. Semenjak ganti PT,0,Negative
168,Lemot banget ya ampun pas buka aplikasi nya apalagi pas mau pesen go-food Buka menu go food nya aja lama banget Trus nge lag Akhirnya aplikasi nya malah force close Padahal sinyal lancar banget loh Trus kenapa sekarang Gojek ga ada suara notifikasi nya ya? Saya jadi ga tau info notifikasi apa-apa karena suara notifikasi ga ada Tolong diperbaiki kan baru aja di update aplikasi nya,0,Negative
171,Bintang 4 untuk si ijo satunya yg promony banyk gak ribet. Bintang 5 untuk si orange yg murahnya kebangetan.... ðŸ˜€ maaf Gojek,1,Positive
172,Duh CS nya slow respon dan kurang membantu,0,Negative
173,Entah mengapa jadi lebih sering force close,0,Negative
174,Ini gimana ya..klw customer salah klik alamat dan makanan sedang dibuat,0,Negative
175,Tolong dong lokasi titik sana nama tempat nya di sama in . Semangkin lama harus nya makin bagus ini kok semangkin amburadul . Pertama kali saya pakai grab enak ga pernah bermasalah eh makin kesini makin nyebelin dan selalu bikin telat,0,Negative
176,Sudah beberapa kali app ini eror dan tidak mau menaruh lokasi yang sesuai dengan posisi user,0,Negative
177,pembayaran tidak pernah telat!setelah di upgrade malah paylater ga bisa dipake!alesan jaringan gangguan terus!! limit banyak ga bisa dipake ,0,Negative
179,mau transfer saldo gopay ke rekening sendiri aja harus banget update ke gopay plus. udah update juga masih harus nunggu proses verifikasi yg entah berapa lama... menyebalkan.,0,Negative
181,Versi update terbaru tidak memuaskan bagi saya karena Hari ini saya top up saldo gopay untuk beli kuota di aplikasi myIM3 atau myXL mengalami masalah terkait loading lama dan terdapat notifikasi eror.,0,Negative
182,Aplikasi dari gojeknya ini kurang lancar dan sering terjadinya lag atau jaringan error,0,Negative
183,Aku kan udah lama pengguna aktif kok ga ada gopinjamnya,0,Negative
184,aplikasi beberapa waktu terakhir sering kali mengalami trouble,0,Negative
187,Makin lemot aplikasinya sejak di update,0,Negative
188,Kecewa dgn sistem upgrade gopay letter yg baru,0,Negative
189,HANYA UNTUK GOFOOD terus nambah mahal,0,Negative
190,Dari awal pake gojek aman2 aja. Tapi sebulan ini kecewa banget gopaylater nya update,0,Negative
191,Saya sudah sampai ke juragan mau lanjutin sampe ke sultan Tapi kok diskon2 yang ada di resto pada ga ada lagi ya ? Terus ga pernah dapat voucher 10.000 lagi ðŸ™„ Jadi males mau isi gopay lagi.. Kalo gini terus sih bisa-bisa uninstal aja deh,0,Negative
192,Titik awal driver di gofood nya gak kelihatan gak kaya versi sebelumnya dan aplikasi nya tambah lemot juga suka error.,0,Negative
193,Semenjak munculnya update pada tanggal 18,0,Negative
"194,""Ini kenapa setelah di perbaharui malah tambah bermasalah ni aplikasi, jadi gak lurus"""" kerjaan juga. Tolong dong ini gimana setiap buka gojek selalu tidak menanggapi, Hallo setelah kemarin gak bisa masuk, sekarang alhamdulillah sudah bisa buka aplikasi gojek tapi saldo saya hilang gimana nih solusi nya .... Tolong dooooooooooooooong."",0,Negative"
196,aplikasi ini makin kacau...semenjak dipegang oleh MAB. makin ga jelas,0,Negative
197,Tolong buat pihak Gojek terutama Gofood,0,Negative
198,Gofood plus yg katanya pesanan bisa lebih murah.. Eh taunya malah tambah mahal.. Bisa semurah di resto,0,Negative
199,Dari seminggu lalu tidak dapat menggunakan qrish,0,Negative
200,Saya baru buka lagi aplikasi ini karena saya kecewa dengan Drive motornya sombong n tidak sopan. Saya ada story' order sudah 1 jam lebih baru datang. Lha giliran sudah sampai malah pergi tidak mau antar . Waktu itu dari pasar dan bawahan saya hanya 2 kantong palstik.mohon admin tolong dididik para Drive motor agar lebih baik lagi.terima kasih .,0,Negative
201,Saran buat gojek ke depan tolong adain fitur pembatalan pesanan yang lebih mudah,1,Positive
202,Gojek bener2 yaa.. Saya ini pengguna gopaypinjam,0,Negative
203,Aplikasi sekarang payah .. customer ga bisa melihat posisi driver dimana,0,Negative
"204,""Sudah saya email ke gojek dan gopay tanggapannya lama sekali, dengan entengnya di kolom komentar ini """"maaf atas ketidaknyamanannya"""". Saya tidak bisa beli pulsa karena dianggap aktivitas tidak wajar. Terus gunanya nyalain lokasi apa? Padahal beli pulsa adalah transaksi yang pertama."",0,Negative"
205,Entah kenapa Gopay Sekarang jadi Pelit dan Pembayarannya jadi Banyak Admin dll. Cma yg point Minus untuk Paylater,0,Negative
208,Beberapa kali pakai aplikasi akhir-akhir ini gagal karena jaringan kebaca putus,0,Negative
209,Ini ya gojek aplikasi systemnya gak beres selalu crash sama lag,0,Negative
210,Map nya error. Udah lebih dari 3x melakukan pemesanan go ride dan lainnya selalu kendala di mapnya,0,Negative
211,Kadang harganya lebih murah sih dari aplikasi sebelah.. tapi banyak bgt driver yang sombong udah gitu gak sopan. Saya jadi malas pake app ini kalo gitu mening ke sebelah aja lebih dikit nemu yang sombong. Pantesan rating aplikasi ini lebih rendah daripada sebelahðŸ¤­,0,Negative
